Reaction	Complexes
3HPTNCOAR	CPLX-9268
3MBZALDH	G1G01-2668-MONOMER
3MBZDH	G1G01-2070-MONOMER
3OADPCOAT	CPLX1G01-88
3OAR100	G1G01-2026-MONOMER
3OAR120	G1G01-2026-MONOMER
3OAR121	G1G01-2026-MONOMER
3OAR140	G1G01-2026-MONOMER
3OAR141	G1G01-2026-MONOMER
3OAR160	G1G01-2026-MONOMER
3OAR161	G1G01-2026-MONOMER
3OAR180	G1G01-2026-MONOMER
3OAR181	G1G01-2026-MONOMER
3OAR40	G1G01-2026-MONOMER
3OAR60	G1G01-2026-MONOMER
3OAR80	G1G01-2026-MONOMER
3OAS100	G1G01-2028-MONOMER OR G1G01-4441-MONOMER OR G1G01-3533-MONOMER
3OAS120	G1G01-2028-MONOMER OR G1G01-4441-MONOMER OR G1G01-3533-MONOMER
3OAS121	G1G01-4441-MONOMER
3OAS140	G1G01-2028-MONOMER OR G1G01-4441-MONOMER OR G1G01-3533-MONOMER
3OAS141	G1G01-4441-MONOMER
3OAS160	G1G01-2028-MONOMER OR G1G01-4441-MONOMER OR G1G01-3533-MONOMER
3OAS161	G1G01-4441-MONOMER
3OAS180	G1G01-4441-MONOMER
3OAS181	G1G01-4441-MONOMER
3OAS60	G1G01-2028-MONOMER OR G1G01-4441-MONOMER OR G1G01-3533-MONOMER
3OAS80	G1G01-2028-MONOMER OR G1G01-4441-MONOMER OR G1G01-3533-MONOMER
3OXCOAT	G1G01-3509-MONOMER OR G1G01-1467-MONOMER
3OXOADPt_pp	G1G01-1468-MONOMER
3PEPTabcpp	G1G01-4414-MONOMER OR G1G01-4415-MONOMER OR G1G01-4416-MONOMER OR G1G01-4417-MONOMER
3_4DHBZ1t_pp	G1G01-1466-MONOMER
3_4DHBZt2	G1G01-1472-MONOMER
43RYLKETO	G1G01-2185-MONOMER
4ABUTabcpp	CPLX_4ABUTabcpp-0
4CMCOAS	G1G01-3587-MONOMER
4CMLCL_kt	G1G01-1471-MONOMER OR G1G01-3886-MONOMER
4HBHYOX	G1G01-3773-MONOMER
4HBZtex	G1G01-1473-MONOMER
4HDPROO	MONOMER-12114
4HPRODCabcpp	G1G01-1346-MONOMER
4HPROE	CPLX-7079
4HPROLTabcpp	G1G01-1346-MONOMER
4HPTNCOAK	CPLX-9267
4HPTNCOAL	G1G01-2975-MONOMER
4HPTNtpp	CPLX_4HPTNtpp-0
4HTHRS	G1G01-1563-MONOMER_mod_pydx5p(1) OR G1G01-734-MONOMER
4OT	G1G01-2680-MONOMER
4OT2	G1G01-2680-MONOMER
4OXPTCOADHx	G1G01-2974-MONOMER
4OXPTCOADHy	G1G01-2974-MONOMER
4OXPTNtpp	CPLX_4HPTNtpp-0
4PCP	G1G01-5136-MONOMER
4PEPTabcpp	G1G01-4414-MONOMER OR G1G01-4415-MONOMER OR G1G01-4416-MONOMER OR G1G01-4417-MONOMER
4POPCOAM	G1G01-2973-MONOMER
4POPCOAM2	G1G01-2973-MONOMER
4POPCOAM3	G1G01-2973-MONOMER
5APTNabcpp	CPLX_ILEabcpp-0
5DH4DGLCD	G1G01-3836-MONOMER
5HPUDICDC_c	G1G01-4565-MONOMER
5MTRtex	G1G01-256-MONOMER OR G1G01-1018-MONOMER OR G1G01-256-MONOMER
6ATHAtexi	G1G01-1787-MONOMER
6HNACMO	G1G01-4209-MONOMER
6HNACt1pp	G1G01-4205-MONOMER
6HNACtex	G1G01-4204-MONOMER
A5PISO	G1G01-1031-MONOMER OR G1G01-1909-MONOMER
AAC24DABA	G1G01-4704-MONOMER
AACOAT	G1G01-3264-MONOMER
AASAD3	G1G01-5615-MONOMER
ABTA	G1G01-236-MONOMER_mod_pydx5p(1) OR G1G01-4375-MONOMER
ABUTD	G1G01-5636-MONOMER OR G1G01-1573-MONOMER OR G1G01-2981-MONOMER
ABUTt2pp	G1G01-4373-MONOMER OR G1G01-2726-MONOMER OR G1G01-3090-MONOMER OR G1G01-5090-MONOMER
ACACT10	CPLX-9269 OR G1G01-2356-MONOMER
ACACT11	CPLX-9269 OR G1G01-2356-MONOMER
ACACT12	CPLX-9269 OR G1G01-2356-MONOMER
ACACT13	CPLX-9269 OR G1G01-2356-MONOMER
ACACT1r	G1G01-2188-MONOMER OR G1G01-4949-MONOMER OR G1G01-4007-MONOMER
ACACT8	CPLX-9269 OR G1G01-2356-MONOMER
ACACT8r	CPLX-9269 OR G1G01-2356-MONOMER
ACACT9	CPLX-9269 OR G1G01-2356-MONOMER
ACACt2pp	G1G01-3340-MONOMER
ACBIPGT	G1G01-1776-MONOMER
ACCOAC	CPLX1G01-84_mod_btn(1)
ACGAMT	G1G01-1907-MONOMER
ACGK	G1G01-5646-MONOMER_mod_mg2(1)
ACGS	G1G01-5531-MONOMER
ACHBS	CPLX1G01-53
ACLS	CPLX1G01-53 OR G1G01-1240-MONOMER OR G1G01-3596-MONOMER
ACOAD10f	G1G01-2003-MONOMER
ACOAD11f	G1G01-2003-MONOMER
ACOAD12f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOAD13f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOAD14f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOAD15f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOAD16f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOAD17f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOAD18f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOAD19f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOAD1f	G1G01-2003-MONOMER OR CPLX-8486
ACOAD20f	G1G01-2003-MONOMER
ACOAD21f	G1G01-2003-MONOMER
ACOAD22f	G1G01-2003-MONOMER
ACOAD23f	G1G01-2003-MONOMER
ACOAD24f	G1G01-2003-MONOMER
ACOAD25f	G1G01-2003-MONOMER
ACOAD26f	G1G01-2003-MONOMER
ACOAD27f	G1G01-2003-MONOMER
ACOAD28f	G1G01-2003-MONOMER
ACOAD29f	G1G01-2003-MONOMER
ACOAD2f	CPLX-8486 OR G1G01-2003-MONOMER OR G1G01-2185-MONOMER OR G1G01-2175-MONOMER
ACOAD30f	G1G01-2003-MONOMER
ACOAD31f	G1G01-2003-MONOMER
ACOAD32f	G1G01-2003-MONOMER
ACOAD33f	G1G01-2003-MONOMER
ACOAD34f	G1G01-2003-MONOMER
ACOAD3f	G1G01-2003-MONOMER OR G1G01-2185-MONOMER OR G1G01-2175-MONOMER
ACOAD4f	G1G01-2003-MONOMER OR G1G01-2185-MONOMER OR G1G01-2175-MONOMER OR G1G01-2602-MONOMER
ACOAD5f	G1G01-2003-MONOMER OR G1G01-2185-MONOMER OR G1G01-2175-MONOMER OR G1G01-2602-MONOMER
ACOAD6f	G1G01-2003-MONOMER OR G1G01-2185-MONOMER OR G1G01-2175-MONOMER OR G1G01-2602-MONOMER
ACOAD7f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOAD8f	G1G01-2003-MONOMER OR CPLX1G01-171
ACOATA	CPLX_ACOATA-0
ACODA	G1G01-5532-MONOMER_mod_zn2(1) OR G1G01-1434-MONOMER
ACONCt4pp	CPLX_ACONCt4pp-0
ACONCtex	G1G01-1511-MONOMER OR G1G01-2196-MONOMER
ACONMT	G1G01-2728-MONOMER
ACONTa	G1G01-2252-MONOMER_mod_4fe4s(1) OR G1G01-2500-MONOMER_mod_4fe4s(1)
ACONTb	G1G01-2500-MONOMER_mod_4fe4s(1) OR G1G01-2252-MONOMER_mod_4fe4s(1)
ACOTA	G1G01-4782-MONOMER_mod_pydx5p(1)
ACPPAT120	CPLX_ACPPAT120-0
ACPPAT140	CPLX_ACPPAT120-0
ACPPAT141	CPLX_ACPPAT120-0
ACPPAT160	CPLX_ACPPAT120-0
ACPPAT161	CPLX_ACPPAT120-0
ACPPAT180	CPLX_ACPPAT120-0
ACPPAT181	CPLX_ACPPAT120-0
ACPS1	G1G01-1265-MONOMER
ACS	G1G01-4789-MONOMER OR G1G01-5023-MONOMER OR G1G01-3264-MONOMER
ACS2	G1G01-2513-MONOMER
ACSERtpp	G1G01-3051-MONOMER
ACSPHAC100	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC101	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC120	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC121	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC121d6	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC140	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC141	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC141d5	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC142	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC160	G1G01-840-MONOMER OR G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSPHAC40	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC50	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC60	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC70	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC80	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHAC90	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER OR G1G01-840-MONOMER
ACSPHACP100	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSPHACP40	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSPHACP50	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSPHACP60	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSPHACP70	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSPHACP80	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSPHACP90	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSPHACT40	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSPHACT60	G1G01-4857-MONOMER_mod_mg2(1) OR G1G01-4858-MONOMER
ACSUCC	CPLX1G01-73
ACTD2	CPLX_ACTD2-0
ACt4pp	G1G01-1844-MONOMER
ACt5pp	G1G01-1270-MONOMER
ADA	G1G01-642-MONOMER
ADCL	G1G01-2029-MONOMER_mod_pydx5p(1)
ADCPS1	CPLX1G01-92
ADCPS2	CPLX1G01-92
ADCS	G1G01-2490-MONOMER
ADCYRS	G1G01-1775-MONOMER
ADD	G1G01-642-MONOMER
ADEt2rpp	G1G01-4966-MONOMER
ADK1	G1G01-1597-MONOMER_mod_mg2(1)
ADK3	G1G01-1597-MONOMER_mod_mg2(1)
ADK4	G1G01-1597-MONOMER_mod_mg2(1)
ADNCYC	G1G01-5572-MONOMER_mod_mg2(1)
ADNK1	G1G01-1597-MONOMER_mod_mg2(1)
ADNUC	G1G01-2630-MONOMER
ADNtex	G1G01-4569-MONOMER OR G1G01-4570-MONOMER
ADOCBIK	G1G01-1776-MONOMER
ADOCBLS	G1G01-1779-MONOMER
ADOCBLabcpp	CPLX_CBIuabcpp-0 OR CPLX_CBIuabcpp-1
ADOCBLtonex	CPLX_CBItonex-0
ADPRDP	G1G01-5261-MONOMER_mod_mg2(1) OR G1G01-282-MONOMER_mod_mg2(1)
ADPT	G1G01-4539-MONOMER_mod_mg2(1) OR G1G01-4539-MONOMER_mod_mn2(1)
ADSELK	CPLX1G01-96
ADSELR	CPLX_APSR-2 OR CPLX_APSR-1 OR CPLX_APSR-0
ADSELR2	CPLX_APSR2-1 OR CPLX_APSR2-0
ADSK	CPLX1G01-96
ADSL1r	G1G01-4283-MONOMER
ADSL2r	G1G01-4283-MONOMER
ADSS	G1G01-5231-MONOMER_mod_mg2(1)
AEPTA	G1G01-2350-MONOMER
AEPabcpp	CPLX_AEPabcpp-0 OR CPLX_AEPabcpp-1
AGM3PA	G1G01-863-MONOMER
AGM3PApp	G1G01-5239-MONOMER
AGM3PH	G1G01-2286-MONOMER
AGM3Pt2pp	G1G01-1443-MONOMER
AGM4PA	G1G01-863-MONOMER
AGM4PApp	G1G01-5239-MONOMER
AGM4PCP	G1G01-5136-MONOMER
AGM4PH	G1G01-2286-MONOMER
AGM4Pt2pp	G1G01-1443-MONOMER
AGMDA	G1G01-288-MONOMER
AGMH	G1G01-2286-MONOMER
AGMHE	G1G01-550-MONOMER
AGMT	G1G01-2337-MONOMER_mod_mn2(2)
AGMt2pp	G1G01-1443-MONOMER
AGPAT120	G1G01-1949-MONOMER OR G1G01-61-MONOMER
AGPAT140	G1G01-1949-MONOMER OR G1G01-61-MONOMER
AGPAT141	G1G01-61-MONOMER OR G1G01-1949-MONOMER
AGPAT160	G1G01-1949-MONOMER OR G1G01-61-MONOMER
AGPAT161	G1G01-1949-MONOMER OR G1G01-61-MONOMER
AGPAT180	G1G01-1949-MONOMER OR G1G01-61-MONOMER
AGPAT181	G1G01-1949-MONOMER OR G1G01-61-MONOMER
AGPOP	G1G01-1451-MONOMER_mod_mg2(1)_mod_k(1) OR G1G01-1451-MONOMER_mod_mn2(1)_mod_k(1) OR G1G01-4578-MONOMER_mod_mg2(1)_mod_k(1) OR G1G01-4578-MONOMER_mod_mn2(1)_mod_k(1)
AGPR	G1G01-3871-MONOMER OR G1G01-468-MONOMER
AGt3	CPLX_CUt3-0
AHCi	G1G01-5321-MONOMER
AHSERL2	G1G01-2711-MONOMER OR G1G01-2131-MONOMER
AICART	G1G01-5159-MONOMER
AIRC2	G1G01-5691-MONOMER
AIRC3	G1G01-5692-MONOMER
AKGDH	CPLX1G01-111_mod_mg2(1)_mod_lipoyl(1)
AKGDa	G1G01-4456-MONOMER
AKGDb_copy1	G1G01-4455-MONOMER
AKGDb_copy2	G1G01-4455-MONOMER
AKGt2rpp	G1G01-1490-MONOMER
ALAALAabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
ALAALAr	G1G01-4624-MONOMER OR G1G01-1426-MONOMER
ALAALAtex	G1G01-958-MONOMER
ALAGLUabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
ALAHISabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
ALAHIStex	G1G01-958-MONOMER
ALALEUabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
ALALEUtex	G1G01-958-MONOMER
ALAR	G1G01-5627-MONOMER_mod_pydx5p(1) OR G1G01-3975-MONOMER
ALATA_L	G1G01-1976-MONOMER OR G1G01-890-MONOMER
ALATHRabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
ALATHRtex	G1G01-958-MONOMER
ALATRPabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
ALATRPtex	G1G01-958-MONOMER
ALATRS	G1G01-4775-MONOMER_mod_zn2(4)
ALAabcpp	CPLX_ILEabcpp-0
ALAt2pp	G1G01-5180-MONOMER
ALAt4pp	G1G01-545-MONOMER
ALCD19	G1G01-595-MONOMER_mod_mg2(1) OR G1G01-2875-MONOMER OR G1G01-1713-MONOMER_mod_zn2(1)
ALCD2x	G1G01-4098-MONOMER OR G1G01-1713-MONOMER_mod_zn2(1)
ALCDpp	G1G01-2855-MONOMER
ALDD1	CPLX1G01-162 OR G1G01-4235-MONOMER
ALDD19xr	G1G01-2861-MONOMER
ALDD20x	G1G01-595-MONOMER_mod_mg2(1) OR G1G01-2875-MONOMER
ALDD2x	G1G01-2771-MONOMER OR G1G01-595-MONOMER_mod_mg2(1) OR G1G01-2875-MONOMER
ALDD2y	G1G01-2668-MONOMER
ALDD3y_copy2	G1G01-2668-MONOMER
ALGAC1	CPLX_ALGAC1-0
ALGAC2	CPLX1G01-109
ALGAC3	CPLX_ALGAC1-0
ALGAC4	CPLX_ALGAC1-0
ALGAC5	CPLX_ALGAC1-0
ALGE1	G1G01-1370-MONOMER
ALGE2	G1G01-1370-MONOMER
ALGE3	G1G01-1370-MONOMER
ALGE4	G1G01-1370-MONOMER
ALGE5	G1G01-1370-MONOMER
ALGE6	G1G01-1370-MONOMER
ALGE7	G1G01-1370-MONOMER
ALGE8	G1G01-1370-MONOMER
ALGE9	G1G01-1370-MONOMER
ALGL	G1G01-1368-MONOMER
ALGL2	G1G01-1368-MONOMER
ALGSex1	G1G01-1371-MONOMER
ALGSex10	G1G01-1371-MONOMER
ALGSex11	G1G01-1371-MONOMER
ALGSex12	G1G01-1371-MONOMER
ALGSex13	G1G01-1371-MONOMER
ALGSex2	G1G01-1371-MONOMER
ALGSex3	G1G01-1371-MONOMER
ALGSex4	G1G01-1371-MONOMER
ALGSex5	G1G01-1371-MONOMER
ALGSex6	G1G01-1371-MONOMER
ALGSex7	G1G01-1371-MONOMER
ALGSex8	G1G01-1371-MONOMER
ALGSex9	G1G01-1371-MONOMER
ALLTAMH	G1G01-3766-MONOMER OR G1G01-671-MONOMER OR G1G01-4299-MONOMER_mod_mn2(1) OR G1G01-4299-MONOMER_mod_2fe2s(1)_mod_mn2(1) OR G1G01-4299-MONOMER_mod_4fe4s(1)_mod_mn2(1)
ALLTN	G1G01-4564-MONOMER
ALLTNRA	G1G01-4587-MONOMER
ALLTNt2rpp	G1G01-4586-MONOMER
ALPATE160pp	CPLX_ALPATE160pp-0
ALPATE161pp	CPLX_ALPATE160pp-0
ALPATE180pp	CPLX_ALPATE160pp-0
ALPATE181pp	CPLX_ALPATE160pp-0
ALPATG160pp	CPLX_ALPATE160pp-0
ALPATG161pp	CPLX_ALPATE160pp-0
ALPATG180pp	CPLX_ALPATE160pp-0
ALPATG181pp	CPLX_ALPATE160pp-0
ALTRH	G1G01-3014-MONOMER
AM3PA	G1G01-863-MONOMER
AM4PA	G1G01-863-MONOMER
AM4PCP	G1G01-5136-MONOMER
AMALT1	G1G01-4317-MONOMER
AMAOTr	G1G01-5329-MONOMER_mod_pydx5p(1)
AMID4	G1G01-4106-MONOMER
AMPMS2	G1G01-5264-MONOMER
AMPN	G1G01-5116-MONOMER
AMPTASEAH	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASEAL	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASEAT	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASEATRP	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASECG	G1G01-2151-MONOMER OR G1G01-1053-MONOMER_mod_zn2(1)
AMPTASEGGLN	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASEGGLU	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASEGM	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASEGS	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASEHG	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASEHH	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
AMPTASEPG	G1G01-1053-MONOMER_mod_zn2(1) OR G1G01-2151-MONOMER
ANHMK	G1G01-470-MONOMER_mod_mg2(1)
ANPRT	G1G01-457-MONOMER
ANS	CPLX1G01-153
ANS2	CPLX1G01-153
AOXSr2	G1G01-397-MONOMER
AP4AH	G1G01-436-MONOMER
AP4AS	G1G01-1587-MONOMER OR G1G01-3508-MONOMER
APATr	G1G01-647-MONOMER
APCS	G1G01-1971-MONOMER
APCt5	CPLX1G01-173 OR CPLX_APCt5-0
APCt6	CPLX1G01-173 OR CPLX_APCt5-0
APENTAMAH2	G1G01-417-MONOMER
APG3PAT120	G1G01-428-MONOMER
APG3PAT140	G1G01-428-MONOMER
APG3PAT141	G1G01-428-MONOMER
APG3PAT160	G1G01-428-MONOMER
APG3PAT161	G1G01-428-MONOMER
APG3PAT180	G1G01-428-MONOMER
APG3PAT181	G1G01-428-MONOMER
APPAT	G1G01-5467-MONOMER_mod_mg2(1)
APRAUR	G1G01-563-MONOMER
APSR	CPLX_APSR-0 OR CPLX_APSR-1 OR CPLX_APSR-2
APSR2	CPLX_APSR2-0 OR CPLX_APSR2-1
APTNAT	G1G01-236-MONOMER_mod_pydx5p(1)
ARBTNabcpp	CPLX_ARBTNabcpp-0 OR CPLX_ARBTNabcpp-1 OR CPLX_ARBTNabcpp-2
ARBTNtonex	CPLX1G01-198
ARBt3ipp	G1G01-2593-MONOMER
ARGDC	G1G01-617-MONOMER_mod_mg2(1)_mod_pydx5p(4)
ARGDCpp	G1G01-617-MONOMER_mod_mg2(1)_mod_pydx5p(4)
ARGDI	G1G01-1074-MONOMER
ARGDr	G1G01-1074-MONOMER
ARGORNt7pp	G1G01-1075-MONOMER OR G1G01-1076-MONOMER
ARGR	G1G01-3975-MONOMER
ARGSL	G1G01-202-MONOMER
ARGSS	G1G01-1161-MONOMER_mod_mg2(1)
ARGTRS	G1G01-5433-MONOMER_mod_mg2(1)
ARGabcpp	CPLX_ARGabcpp-0 OR CPLX_ARGabcpp-1
ARGt2pp	G1G01-3980-MONOMER
ARGtex	G1G01-1291-MONOMER
AROAT	G1G01-3827-MONOMER_mod_pydx5p(1) OR G1G01-2098-MONOMER
AROH	G1G01-1871-MONOMER
ARUH	G1G01-3974-MONOMER
ASAD	G1G01-2120-MONOMER
ASNN	G1G01-544-MONOMER OR G1G01-1243-MONOMER
ASNNpp	G1G01-2623-MONOMER
ASNS1	G1G01-1851-MONOMER_mod_mg2(1)
ASO3t2pp	G1G01-2044-MONOMER OR G1G01-2898-MONOMER
ASO4rt2rpp	G1G01-1463-MONOMER OR G1G01-4370-MONOMER
ASP3H	G1G01-4491-MONOMER
ASPCT	CPLX_ASPCT-0
ASPK	G1G01-4774-MONOMER
ASPO1	G1G01-1518-MONOMER_mod_fad(1)
ASPO3	G1G01-1518-MONOMER_mod_fad(1)
ASPO5	G1G01-1518-MONOMER_mod_fad(1)
ASPO6	G1G01-1518-MONOMER_mod_fad(1)
ASPSALy	G1G01-4703-MONOMER
ASPT	G1G01-5694-MONOMER_mod_mg2(1) OR G1G01-5694-MONOMER_mod_mn2(1) OR G1G01-5694-MONOMER_mod_cobalt2(1)
ASPTA	G1G01-3974-MONOMER OR G1G01-2098-MONOMER
ASPTRS	G1G01-1298-MONOMER
ASPabcpp	CPLX_ARGabcpp-1 OR CPLX_GLUabcpp-0
ASPt2pp	G1G01-144-MONOMER
ASR	G1G01-1743-MONOMER OR G1G01-2043-MONOMER OR G1G01-2897-MONOMER
AST	CPLX1G01-42
ATHRDHr	G1G01-5202-MONOMER
ATPPRT	CPLX1G01-98
ATPS4rpp	CPLX_ATPS4rpp-0
BACCL	G1G01-476-MONOMER
BALAALAabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
BALAALAtex	G1G01-958-MONOMER
BALABALAabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
BALABALAtex	G1G01-958-MONOMER
BALAGLYabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
BALAGLYtex	G1G01-958-MONOMER
BALALEUabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
BALALEUtex	G1G01-958-MONOMER
BALAMDAH	G1G01-4106-MONOMER OR G1G01-4104-MONOMER
BALAt2pp	G1G01-5180-MONOMER OR G1G01-312-MONOMER
BDH	G1G01-3266-MONOMER
BETALDHx	G1G01-5407-MONOMER
BETALDHy	G1G01-5407-MONOMER
BGLApp	G1G01-1493-MONOMER
BHBtpp	G1G01-3267-MONOMER
BLAMDabcpp	CPLX_CARNabcpp-0 OR CPLX_CARNabcpp-1 OR CPLX_CARNabcpp-2
BLAMDtex	G1G01-958-MONOMER
BLUB	G1G01-1772-MONOMER
BMOCOS	G1G01-2264-MONOMER
BMOGDS1	G1G01-3691-MONOMER_mod_mg2(1) OR G1G01-3691-MONOMER_mod_mn2(1)
BMOGDS2	G1G01-3691-MONOMER_mod_mg2(1) OR G1G01-3691-MONOMER_mod_mn2(1)
