,value
PP_1006,TU1G01-1136
PP_1007,TU1G01-1138
PP_1008,TU1G01-1138
PP_1009,TU1G01-1140
PP_1010,TU1G01-7437
PP_1011,TU1G01-7437
PP_1012,TU1G01-7442
PP_1013,TU1G01-7442
PP_1014,TU1G01-1144
PP_1015,TU1G01-1146
PP_1016,TU1G01-1148
PP_1017,TU1G01-1148
PP_1018,TU1G01-1148
PP_1019,TU1G01-1148
PP_1020,TU1G01-1150
PP_1021,TU1G01-7220
PP_1022,TU1G01-1152
PP_1023,TU1G01-1152
PP_1024,TU1G01-1152
PP_1025,TU1G01-1154
PP_1026,TU1G01-1156
PP_1027,TU1G01-1156
PP_1028,TU1G01-1158
PP_1029,TU1G01-1160
PP_1030,TU1G01-1162
PP_1031,TU1G01-1164
PP_1032,TU1G01-1164
PP_1033,TU1G01-7218
PP_1034,TU1G01-1166
PP_1035,TU1G01-1168
PP_1036,TU1G01-7216
PP_1037,TU1G01-1170
PP_1038,TU1G01-1170
PP_1039,TU1G01-1172
PP_1040,TU1G01-1172
PP_1041,TU1G01-1172
PP_1042,TU1G01-7214
PP_1043,TU1G01-7212
PP_1044,TU1G01-1174
PP_1045,TU1G01-1174
PP_1046,TU1G01-1174
PP_1047,TU1G01-1174
PP_1048,TU1G01-1174
PP_1049,TU1G01-1174
PP_1050,TU1G01-1174
PP_1051,TU1G01-1174
PP_1052,TU1G01-1174
PP_1053,TU1G01-1174
PP_1054,TU1G01-1174
PP_1055,TU1G01-1174
PP_1056,TU1G01-1176
PP_1057,TU1G01-1176
PP_1058,TU1G01-1178
PP_1059,TU1G01-7210
PP_1060,TU1G01-1180
PP_1061,TU1G01-1182
PP_1062,TU1G01-7208
PP_1063,TU1G01-7206
PP_1064,TU1G01-7204
PP_1065,TU1G01-1184
PP_1066,TU1G01-1184
PP_1067,TU1G01-1184
PP_1068,TU1G01-1186
PP_1069,TU1G01-1186
PP_1070,TU1G01-1186
PP_1071,TU1G01-1188
PP_1072,TU1G01-7202
PP_1073,TU1G01-1190
PP_1074,TU1G01-1190
PP_1075,TU1G01-1190
PP_1076,TU1G01-1190
PP_1077,TU1G01-7200
PP_1078,TU1G01-1198
PP_1079,TU1G01-1198
PP_1080,TU1G01-1200
PP_1081,TU1G01-1202
PP_1082,TU1G01-1204
PP_1083,TU1G01-1206
PP_1084,TU1G01-7198
PP_1085,TU1G01-1208
PP_1086,TU1G01-1208
PP_1087,TU1G01-1210
PP_1088,TU1G01-1212
PP_1089,TU1G01-7196
PP_1090,TU1G01-7194
PP_1091,TU1G01-1214
PP_1092,TU1G01-1216
PP_1093,TU1G01-1216
PP_1094,TU1G01-1216
PP_1095,TU1G01-1216
PP_1096,TU1G01-1216
PP_1097,TU1G01-1218
PP_1098,TU1G01-7192
PP_1099,TU1G01-1222
PP_1100,TU1G01-1224
PP_1101,TU1G01-1226
PP_1102,TU1G01-1228
PP_1103,TU1G01-1228
PP_1104,TU1G01-1230
PP_1105,TU1G01-1232
PP_1106,TU1G01-1232
PP_1108,TU1G01-1234
PP_1109,TU1G01-1236
PP_1110,TU1G01-1238
PP_1111,TU1G01-1238
PP_1112,TU1G01-1238
PP_1113,TU1G01-1238
PP_1114,TU1G01-1240
PP_1115,TU1G01-1240
PP_1116,TU1G01-1246
PP_1117,TU1G01-1250
PP_1118,TU1G01-1252
PP_1119,TU1G01-1252
PP_1120,TU1G01-1252
PP_1121,TU1G01-1254
PP_1122,TU1G01-1254
PP_1123,TU1G01-1256
PP_1124,TU1G01-7186
PP_1125,TU1G01-1258
PP_1126,TU1G01-1258
PP_1127,TU1G01-1260
PP_1128,TU1G01-1262
PP_1129,TU1G01-1262
PP_1130,TU1G01-7184
PP_1131,TU1G01-7182
PP_1132,TU1G01-7180
PP_1133,TU1G01-7178
PP_1134,TU1G01-1264
PP_1135,TU1G01-1266
PP_1136,TU1G01-7176
PP_1137,TU1G01-1268
PP_1138,TU1G01-1268
PP_1139,TU1G01-1268
PP_1140,TU1G01-1268
PP_1141,TU1G01-1268
PP_1142,TU1G01-1272
PP_1143,TU1G01-1274
PP_1144,TU1G01-1276
PP_1145,TU1G01-1278
PP_1146,TU1G01-1280
PP_1147,TU1G01-1282
PP_1148,TU1G01-1282
PP_1149,TU1G01-1286
PP_1150,TU1G01-1288
PP_1151,TU1G01-1288
PP_1152,TU1G01-1292
PP_1153,TU1G01-1294
PP_1154,TU1G01-1296
PP_1155,TU1G01-1298
PP_1156,TU1G01-1300
PP_1157,TU1G01-1308
PP_1159,TU1G01-1310
PP_1160,TU1G01-1310
PP_1161,TU1G01-1312
PP_1162,TU1G01-1314
PP_1163,TU1G01-1314
PP_1164,TU1G01-1316
PP_1165,TU1G01-1318
PP_1166,TU1G01-1318
PP_1167,TU1G01-1320
PP_1168,TU1G01-1320
PP_1169,TU1G01-1320
PP_1170,TU1G01-1322
PP_1171,TU1G01-1322
PP_1173,TU1G01-1324
PP_1174,TU1G01-1326
PP_1176,TU1G01-1330
PP_1177,TU1G01-1330
PP_1178,TU1G01-1332
PP_1179,TU1G01-1334
PP_1180,TU1G01-1336
PP_1181,TU1G01-1338
PP_1182,TU1G01-1338
PP_1183,TU1G01-1340
PP_1184,TU1G01-1342
PP_1185,TU1G01-1344
PP_1186,TU1G01-1346
PP_1187,TU1G01-1346
PP_1188,TU1G01-1348
PP_1189,TU1G01-1350
PP_1190,TU1G01-1350
PP_1191,TU1G01-1352
PP_1192,TU1G01-1354
PP_1193,TU1G01-1356
PP_1194,TU1G01-1358
PP_1195,TU1G01-1358
PP_1196,TU1G01-1360
PP_1197,TU1G01-1362
PP_1198,TU1G01-1364
PP_1199,TU1G01-1364
PP_1200,TU1G01-7174
PP_1201,TU1G01-1366
PP_1202,TU1G01-1366
PP_1203,TU1G01-7172
PP_1204,TU1G01-1370
PP_1205,TU1G01-1370
PP_1206,TU1G01-1372
PP_1207,TU1G01-1374
PP_1208,TU1G01-1374
PP_1209,TU1G01-7170
PP_1210,TU1G01-1376
PP_1211,TU1G01-1378
PP_1212,TU1G01-1380
PP_1213,TU1G01-1382
PP_1214,TU1G01-1384
PP_1215,TU1G01-1386
PP_1216,TU1G01-1388
PP_1217,TU1G01-1388
PP_1218,TU1G01-1390
PP_1219,TU1G01-1390
PP_1220,TU1G01-1390
PP_1221,TU1G01-1390
PP_1222,TU1G01-1390
PP_1223,TU1G01-1392
PP_1224,TU1G01-1392
PP_1225,TU1G01-1394
PP_1226,TU1G01-1394
PP_1227,TU1G01-1396
PP_1228,TU1G01-1398
PP_1229,TU1G01-1400
PP_1230,TU1G01-1402
PP_1231,TU1G01-1404
PP_1232,TU1G01-7168
PP_1233,TU1G01-1406
PP_1234,TU1G01-1406
PP_1235,TU1G01-1408
PP_1236,TU1G01-1408
PP_1237,TU1G01-1410
PP_1238,TU1G01-1410
PP_1239,TU1G01-1410
PP_1240,TU1G01-1410
PP_1241,TU1G01-1414
PP_1242,TU1G01-1416
PP_1244,TU1G01-1418
PP_1245,TU1G01-1420
PP_1246,TU1G01-1420
PP_1248,TU1G01-7166
PP_1249,TU1G01-1422
PP_1250,TU1G01-1424
PP_1251,TU1G01-1426
PP_1252,TU1G01-1428
PP_1253,TU1G01-7164
PP_1254,TU1G01-7162
PP_1255,TU1G01-1430
PP_1256,TU1G01-1430
PP_1257,TU1G01-1430
PP_1258,TU1G01-1430
PP_1259,TU1G01-1430
PP_1260,TU1G01-7160
PP_1261,TU1G01-1432
PP_1262,TU1G01-1434
PP_1263,TU1G01-1436
PP_1264,TU1G01-1436
PP_1265,TU1G01-1436
PP_1266,TU1G01-1436
PP_1267,TU1G01-1438
PP_1268,TU1G01-1438
PP_1269,TU1G01-1438
PP_1270,TU1G01-1440
PP_1271,TU1G01-1442
PP_1272,TU1G01-1442
PP_1273,TU1G01-1442
PP_1274,TU1G01-1444
PP_1275,TU1G01-1444
PP_1276,TU1G01-7158
PP_1277,TU1G01-1448
PP_1278,TU1G01-1448
PP_1279,TU1G01-1448
PP_1280,TU1G01-1448
PP_1281,TU1G01-1448
PP_1282,TU1G01-1448
PP_1283,TU1G01-1448
PP_1284,TU1G01-1448
PP_1285,TU1G01-1448
PP_1286,TU1G01-1448
PP_1287,TU1G01-1448
PP_1288,TU1G01-1448
PP_1289,TU1G01-1450
PP_1290,TU1G01-1452
PP_1291,TU1G01-1454
PP_1292,TU1G01-1456
PP_1293,TU1G01-1456
PP_1294,TU1G01-1456
PP_1295,TU1G01-1458
PP_1296,TU1G01-1460
PP_1297,TU1G01-1464
PP_1298,TU1G01-1464
PP_1299,TU1G01-1464
PP_1300,TU1G01-1464
PP_1301,TU1G01-7156
PP_1302,TU1G01-1466
PP_1303,TU1G01-1468
PP_1304,TU1G01-1468
PP_1305,TU1G01-1470
PP_1306,TU1G01-1470
PP_1307,TU1G01-1472
PP_1308,TU1G01-7154
PP_1309,TU1G01-7152
PP_1310,TU1G01-1474
PP_1311,TU1G01-1474
PP_1312,TU1G01-1476
PP_1313,TU1G01-1478
PP_1314,TU1G01-1480
PP_1315,TU1G01-1482
PP_1316,TU1G01-1482
PP_1317,TU1G01-1484
PP_1318,TU1G01-1484
PP_1319,TU1G01-1484
PP_1320,TU1G01-1486
PP_1321,TU1G01-1486
PP_1322,TU1G01-1488
PP_1323,TU1G01-1488
PP_1324,TU1G01-1490
PP_1325,TU1G01-1490
PP_1326,TU1G01-1492
PP_1328,TU1G01-1496
PP_1329,TU1G01-1496
PP_1330,TU1G01-1496
PP_1331,TU1G01-1496
PP_1332,TU1G01-1496
PP_1333,TU1G01-1496
PP_1334,TU1G01-1496
PP_1335,TU1G01-1496
PP_1336,TU1G01-1496
PP_1337,TU1G01-1496
PP_1338,TU1G01-1496
PP_1339,TU1G01-1496
PP_1340,TU1G01-1496
PP_1341,TU1G01-1496
PP_1342,TU1G01-1498
PP_1343,TU1G01-1498
PP_1344,TU1G01-7150
PP_1345,TU1G01-1500
PP_1346,TU1G01-1502
PP_1347,TU1G01-1504
PP_1348,TU1G01-1504
PP_1349,TU1G01-1506
PP_1350,TU1G01-1506
PP_1351,TU1G01-1506
PP_1352,TU1G01-1508
PP_1353,TU1G01-1510
PP_1354,TU1G01-1512
PP_1355,TU1G01-1514
PP_1356,TU1G01-1516
PP_1357,TU1G01-1518
PP_1358,TU1G01-1518
PP_1359,TU1G01-1520
PP_1360,TU1G01-1522
PP_1361,TU1G01-1524
PP_1362,TU1G01-7148
PP_1363,TU1G01-1526
PP_1364,TU1G01-1526
PP_1365,TU1G01-1528
PP_1366,TU1G01-7146
PP_1367,TU1G01-1530
PP_1368,TU1G01-1534
PP_1369,TU1G01-1534
PP_1370,TU1G01-1534
PP_1371,TU1G01-1536
PP_1372,TU1G01-7144
PP_1373,TU1G01-1538
PP_1374,TU1G01-1540
PP_1375,TU1G01-1542
PP_1376,TU1G01-1544
PP_1377,TU1G01-1546
PP_1378,TU1G01-1548
PP_1379,TU1G01-1548
PP_1380,TU1G01-1548
PP_1381,TU1G01-1548
PP_1382,TU1G01-1550
PP_1383,TU1G01-1552
PP_1384,TU1G01-1554
PP_1385,TU1G01-1554
PP_1386,TU1G01-1554
PP_1387,TU1G01-7142
PP_1388,TU1G01-7140
PP_1389,TU1G01-7138
PP_1390,TU1G01-1556
PP_1391,TU1G01-1556
PP_1392,TU1G01-7136
PP_1393,TU1G01-7134
PP_1394,TU1G01-7132
PP_1395,TU1G01-7130
PP_1396,TU1G01-1558
PP_1397,TU1G01-1558
PP_1398,TU1G01-1560
PP_1399,TU1G01-1562
PP_1400,TU1G01-1564
PP_1401,TU1G01-1566
PP_1402,TU1G01-1566
PP_1403,TU1G01-1568
PP_1404,TU1G01-1570
PP_1406,TU1G01-1574
PP_1407,TU1G01-1576
PP_1408,TU1G01-1580
PP_1409,TU1G01-1582
PP_1410,TU1G01-1582
PP_1411,TU1G01-1584
PP_1412,TU1G01-7126
PP_1413,TU1G01-7124
PP_1414,TU1G01-1586
PP_1415,TU1G01-1588
PP_1416,TU1G01-1588
PP_1417,TU1G01-1588
PP_1418,TU1G01-1590
PP_1419,TU1G01-1592
PP_1420,TU1G01-1594
PP_1421,TU1G01-1594
PP_1422,TU1G01-1596
PP_1423,TU1G01-1598
PP_1424,TU1G01-1600
PP_1425,TU1G01-1600
PP_1426,TU1G01-7122
PP_1427,TU1G01-1602
PP_1428,TU1G01-1602
PP_1429,TU1G01-1602
PP_1430,TU1G01-1604
PP_1431,TU1G01-1606
PP_1432,TU1G01-1606
PP_1433,TU1G01-1608
PP_1434,TU1G01-1608
PP_1435,TU1G01-1610
PP_1436,TU1G01-1612
PP_1437,TU1G01-1614
PP_1438,TU1G01-1614
PP_1439,TU1G01-7120
PP_1440,TU1G01-1616
PP_1441,TU1G01-1616
PP_1442,TU1G01-1618
PP_1443,TU1G01-1620
PP_1444,TU1G01-1622
PP_1445,TU1G01-1622
PP_1446,TU1G01-1624
PP_1447,TU1G01-1626
PP_1448,TU1G01-1626
PP_1449,TU1G01-1628
PP_1450,TU1G01-1628
PP_1451,TU1G01-1630
PP_1452,TU1G01-1630
PP_1453,TU1G01-1632
PP_1454,TU1G01-1634
PP_1455,TU1G01-1634
PP_1456,TU1G01-1636
PP_1457,TU1G01-1638
PP_1458,TU1G01-1640
PP_1459,TU1G01-1642
PP_1460,TU1G01-1642
PP_1461,TU1G01-1644
PP_1462,TU1G01-1646
PP_1463,TU1G01-1646
PP_1464,TU1G01-1646
PP_1465,TU1G01-1648
PP_1466,TU1G01-1650
PP_1467,TU1G01-7118
PP_1468,TU1G01-1652
PP_1469,TU1G01-1654
PP_1470,TU1G01-1656
PP_1471,TU1G01-1656
PP_1473,TU1G01-1660
PP_1474,TU1G01-1662
PP_1475,TU1G01-1662
PP_1476,TU1G01-1664
PP_1477,TU1G01-1664
PP_1478,TU1G01-1666
PP_1479,TU1G01-1668
PP_1480,TU1G01-1668
PP_1481,TU1G01-1670
PP_1482,TU1G01-1670
PP_1483,TU1G01-1670
PP_1484,TU1G01-1670
PP_1486,TU1G01-1672
PP_1487,TU1G01-1674
PP_1488,TU1G01-1676
PP_1489,TU1G01-1676
PP_1490,TU1G01-1676
PP_1491,TU1G01-1676
PP_1492,TU1G01-1676
PP_1493,TU1G01-1676
PP_1494,TU1G01-1678
PP_1495,TU1G01-1680
PP_1496,TU1G01-1682
PP_1497,TU1G01-1684
PP_1498,TU1G01-1684
PP_1499,TU1G01-1684
PP_1500,TU1G01-1686
PP_1501,TU1G01-1686
PP_1502,TU1G01-1688
PP_1503,TU1G01-1690
PP_1504,TU1G01-1692
PP_1505,TU1G01-1694
PP_1506,TU1G01-1696
PP_1507,TU1G01-1698
PP_1508,TU1G01-1700
PP_1509,TU1G01-1700
PP_1510,TU1G01-1700
PP_1511,TU1G01-1700
PP_1512,TU1G01-7116
PP_1513,TU1G01-1702
PP_1514,TU1G01-1704
PP_1515,TU1G01-7114
PP_1516,TU1G01-1706
PP_1517,TU1G01-1706
PP_1518,TU1G01-1708
PP_1519,TU1G01-1708
PP_1520,TU1G01-1710
PP_1521,TU1G01-1712
PP_1522,TU1G01-7112
PP_1523,TU1G01-1714
PP_1524,TU1G01-1714
PP_1525,TU1G01-1714
PP_1526,TU1G01-1716
PP_1527,TU1G01-7110
PP_1528,TU1G01-1718
PP_1529,TU1G01-1718
PP_1530,TU1G01-1720
PP_1531,TU1G01-1720
PP_1532,TU1G01-1722
PP_1533,TU1G01-1722
PP_1534,TU1G01-1722
PP_1535,TU1G01-1724
PP_1536,TU1G01-1724
PP_1537,TU1G01-1724
PP_1538,TU1G01-1724
PP_1539,TU1G01-1726
PP_1540,TU1G01-1726
PP_1541,TU1G01-1728
PP_1542,TU1G01-1730
PP_1543,TU1G01-1732
PP_1544,TU1G01-1734
PP_1545,TU1G01-1736
PP_1546,TU1G01-1736
PP_1548,TU1G01-1738
PP_1549,TU1G01-7106
PP_1550,TU1G01-1740
PP_1551,TU1G01-1742
PP_1552,TU1G01-1744
PP_1553,TU1G01-1744
PP_1554,TU1G01-1744
PP_1555,TU1G01-1744
PP_1556,TU1G01-1744
PP_1557,TU1G01-1746
PP_1558,TU1G01-1746
PP_1559,TU1G01-1748
PP_1560,TU1G01-1750
PP_1561,TU1G01-1750
PP_1562,TU1G01-1752
PP_1563,TU1G01-1752
PP_1564,TU1G01-1752
PP_1565,TU1G01-1752
PP_1566,TU1G01-1752
PP_1567,TU1G01-1752
PP_1568,TU1G01-1754
PP_1569,TU1G01-1754
PP_1570,TU1G01-1754
PP_1571,TU1G01-1754
PP_1572,TU1G01-1754
PP_1573,TU1G01-1756
PP_1574,TU1G01-1756
PP_1575,TU1G01-1758
PP_1576,TU1G01-1760
PP_1577,TU1G01-1762
PP_1578,TU1G01-1762
PP_1579,TU1G01-1762
PP_1580,TU1G01-1762
PP_1581,TU1G01-1764
PP_1582,TU1G01-1764
PP_1583,TU1G01-1764
PP_1584,TU1G01-1764
PP_1585,TU1G01-1768
PP_1586,TU1G01-1768
PP_1587,TU1G01-7104
PP_1588,TU1G01-1770
PP_1589,TU1G01-1770
PP_1590,TU1G01-1772
PP_1591,TU1G01-1774
PP_1592,TU1G01-1776
PP_1593,TU1G01-1778
PP_1594,TU1G01-1778
PP_1595,TU1G01-1778
PP_1596,TU1G01-1778
PP_1597,TU1G01-1780
PP_1598,TU1G01-1782
PP_1599,TU1G01-1784
PP_1600,TU1G01-1786
PP_1601,TU1G01-1786
PP_1602,TU1G01-1786
PP_1603,TU1G01-1786
PP_1604,TU1G01-1786
PP_1605,TU1G01-1786
PP_1606,TU1G01-1788
PP_1607,TU1G01-1790
PP_1608,TU1G01-1792
PP_1609,TU1G01-1794
PP_1610,TU1G01-1794
PP_1611,TU1G01-1794
PP_1612,TU1G01-1796
PP_1613,TU1G01-1798
PP_1614,TU1G01-1798
PP_1615,TU1G01-7102
PP_1616,TU1G01-1800
PP_1617,TU1G01-1800
PP_1618,TU1G01-1802
PP_1619,TU1G01-1802
PP_1620,TU1G01-1802
PP_1621,TU1G01-1804
PP_1622,TU1G01-1806
PP_1623,TU1G01-1808
PP_1624,TU1G01-1810
PP_1625,TU1G01-1814
PP_1626,TU1G01-1816
PP_1627,TU1G01-1818
PP_1628,TU1G01-1820
PP_1629,TU1G01-1822
PP_1630,TU1G01-1822
PP_1631,TU1G01-7100
PP_1632,TU1G01-7098
PP_1633,TU1G01-7096
PP_1634,TU1G01-1824
PP_1635,TU1G01-1826
PP_1636,TU1G01-1828
PP_1637,TU1G01-7094
PP_1638,TU1G01-7092
PP_1639,TU1G01-1830
PP_1640,TU1G01-1832
PP_1641,TU1G01-1834
PP_1642,TU1G01-1834
PP_1643,TU1G01-1836
PP_1644,TU1G01-1836
PP_1645,TU1G01-1836
PP_1646,TU1G01-7090
PP_1647,TU1G01-1838
PP_1648,TU1G01-1838
PP_1649,TU1G01-1838
PP_1650,TU1G01-1838
PP_1651,TU1G01-1840
PP_1652,TU1G01-1840
PP_1653,TU1G01-1842
PP_1654,TU1G01-1844
PP_1655,TU1G01-1844
PP_1656,TU1G01-1846
PP_1657,TU1G01-1848
PP_1658,TU1G01-1848
PP_1659,TU1G01-1850
PP_1660,TU1G01-1850
PP_1661,TU1G01-1850
PP_1662,TU1G01-1852
PP_1663,TU1G01-1854
PP_1664,TU1G01-1854
PP_1665,TU1G01-1854
PP_1666,TU1G01-1856
PP_1667,TU1G01-1856
PP_1668,TU1G01-1858
PP_1669,TU1G01-1860
PP_1670,TU1G01-1862
PP_1672,TU1G01-1866
PP_1673,TU1G01-1866
PP_1674,TU1G01-1866
PP_1675,TU1G01-1866
PP_1676,TU1G01-1866
PP_1677,TU1G01-1866
PP_1678,TU1G01-1866
PP_1679,TU1G01-1866
PP_1680,TU1G01-1866
PP_1681,TU1G01-1866
PP_1682,TU1G01-1868
PP_1683,TU1G01-1870
PP_1684,TU1G01-1872
PP_1685,TU1G01-1872
PP_1686,TU1G01-1872
PP_1687,TU1G01-7088
PP_1688,TU1G01-7086
PP_1689,TU1G01-1874
PP_1690,TU1G01-1876
PP_1691,TU1G01-1878
PP_1692,TU1G01-1880
PP_1694,TU1G01-1882
PP_1695,TU1G01-1884
PP_1696,TU1G01-1886
PP_1697,TU1G01-1888
PP_1698,TU1G01-1890
PP_1699,TU1G01-1890
PP_16SA,TU1G01-198
PP_16SB,TU1G01-204
PP_16SC,TU1G01-518
PP_16SD,TU1G01-674
PP_16SE,TU1G01-1302
PP_16SF,TU1G01-2536
PP_16SG,TU1G01-5284
PP_1700,TU1G01-1892
PP_1701,TU1G01-1894
PP_1702,TU1G01-1896
PP_1703,TU1G01-1900
PP_1705,TU1G01-1900
PP_1706,TU1G01-1900
PP_1707,TU1G01-1902
PP_1708,TU1G01-1902
PP_1709,TU1G01-1902
PP_1710,TU1G01-1904
PP_1711,TU1G01-7084
PP_1712,TU1G01-7082
PP_1713,TU1G01-1906
PP_1714,TU1G01-1908
PP_1715,TU1G01-1910
PP_1716,TU1G01-1912
PP_1717,TU1G01-1912
PP_1718,TU1G01-1914
PP_1719,TU1G01-1916
PP_1720,TU1G01-7080
PP_1721,TU1G01-1918
PP_1722,TU1G01-1918
PP_1723,TU1G01-1918
PP_1724,TU1G01-1918
PP_1725,TU1G01-1918
PP_1726,TU1G01-1920
PP_1727,TU1G01-7078
PP_1728,TU1G01-1922
PP_1729,TU1G01-1922
PP_1730,TU1G01-1924
PP_1731,TU1G01-1926
PP_1732,TU1G01-1928
PP_1733,TU1G01-1928
PP_1734,TU1G01-1930
PP_1735,TU1G01-1932
PP_1736,TU1G01-1932
PP_1737,TU1G01-1934
PP_1738,TU1G01-1936
PP_1739,TU1G01-7076
PP_1740,TU1G01-7074
PP_1741,TU1G01-1938
PP_1742,TU1G01-1940
PP_1743,TU1G01-1940
PP_1744,TU1G01-7072
PP_1745,TU1G01-1942
PP_1746,TU1G01-1944
PP_1747,TU1G01-1946
PP_1748,TU1G01-1948
PP_1749,TU1G01-1950
PP_1750,TU1G01-1950
PP_1751,TU1G01-1952
PP_1752,TU1G01-1954
PP_1753,TU1G01-1956
PP_1754,TU1G01-1958
PP_1755,TU1G01-7070
PP_1756,TU1G01-1960
PP_1757,TU1G01-1960
PP_1758,TU1G01-1962
PP_1759,TU1G01-1962
PP_1760,TU1G01-1962
PP_1761,TU1G01-1964
PP_1762,TU1G01-1964
PP_1763,TU1G01-1966
PP_1764,TU1G01-1968
PP_1765,TU1G01-1968
PP_1766,TU1G01-1970
PP_1767,TU1G01-1972
PP_1768,TU1G01-1974
PP_1769,TU1G01-1974
PP_1770,TU1G01-1976
PP_1771,TU1G01-1976
PP_1772,TU1G01-1978
PP_1773,TU1G01-1980
PP_1774,TU1G01-1980
PP_1775,TU1G01-1982
PP_1776,TU1G01-1984
PP_1777,TU1G01-1984
PP_1778,TU1G01-1984
PP_1779,TU1G01-1984
PP_1780,TU1G01-1984
PP_1781,TU1G01-1986
PP_1782,TU1G01-1990
PP_1783,TU1G01-1990
PP_1784,TU1G01-1990
PP_1785,TU1G01-1990
PP_1786,TU1G01-1992
PP_1787,TU1G01-1992
PP_1788,TU1G01-1998
PP_1789,TU1G01-1998
PP_1790,TU1G01-1998
PP_1791,TU1G01-1998
PP_1792,TU1G01-1998
PP_1793,TU1G01-1998
PP_1794,TU1G01-1998
PP_1795,TU1G01-1998
PP_1797,TU1G01-2000
PP_1798,TU1G01-2000
PP_1799,TU1G01-2002
PP_1800,TU1G01-2002
PP_1801,TU1G01-2002
PP_1802,TU1G01-2002
PP_1803,TU1G01-2004
PP_1804,TU1G01-2004
PP_1805,TU1G01-2006
PP_1806,TU1G01-2008
PP_1807,TU1G01-7068
PP_1808,TU1G01-7066
PP_1810,TU1G01-7062
PP_1811,TU1G01-2014
PP_1812,TU1G01-2016
PP_1813,TU1G01-7060
PP_1814,TU1G01-7058
PP_1815,TU1G01-7056
PP_1816,TU1G01-7054
PP_1817,TU1G01-7052
PP_1818,TU1G01-7050
PP_1819,TU1G01-7048
PP_1820,TU1G01-7046
PP_1821,TU1G01-7044
PP_1822,TU1G01-2018
PP_1823,TU1G01-2020
PP_1824,TU1G01-2022
PP_1825,TU1G01-2024
PP_1826,TU1G01-2026
PP_1827,TU1G01-7042
PP_1828,TU1G01-2028
PP_1829,TU1G01-2030
PP_1830,TU1G01-2032
PP_1831,TU1G01-2034
PP_1832,TU1G01-2034
PP_1833,TU1G01-7040
PP_1834,TU1G01-2036
PP_1835,TU1G01-2038
PP_1836,TU1G01-7038
PP_1837,TU1G01-2040
PP_1838,TU1G01-2042
PP_1839,TU1G01-2044
PP_1840,TU1G01-2046
PP_1841,TU1G01-7036
PP_1842,TU1G01-7034
PP_1843,TU1G01-2048
PP_1844,TU1G01-2050
PP_1845,TU1G01-2052
PP_1846,TU1G01-2056
PP_1847,TU1G01-2058
PP_1849,TU1G01-2060
PP_1850,TU1G01-2062
PP_1852,TU1G01-7030
PP_1853,TU1G01-7028
PP_1854,TU1G01-2064
PP_1855,TU1G01-2064
PP_1857,TU1G01-2066
PP_1858,TU1G01-2068
PP_1859,TU1G01-2070
PP_1860,TU1G01-2072
PP_1861,TU1G01-2074
PP_1862,TU1G01-7026
PP_1863,TU1G01-7024
PP_1864,TU1G01-2076
PP_1865,TU1G01-2078
PP_1866,TU1G01-7022
PP_1867,TU1G01-2080
PP_1868,TU1G01-2082
PP_1869,TU1G01-7020
PP_1870,TU1G01-7018
PP_1871,TU1G01-2084
PP_1872,TU1G01-2086
PP_1873,TU1G01-2088
PP_1874,TU1G01-2088
PP_1875,TU1G01-7016
PP_1876,TU1G01-2090
PP_1877,TU1G01-2090
PP_1878,TU1G01-7014
PP_1879,TU1G01-2094
PP_1880,TU1G01-2094
PP_1881,TU1G01-2096
PP_1882,TU1G01-2098
PP_1883,TU1G01-2100
PP_1884,TU1G01-2100
PP_1885,TU1G01-2102
PP_1886,TU1G01-2102
PP_1887,TU1G01-2102
PP_1888,TU1G01-2104
PP_1889,TU1G01-2106
PP_1890,TU1G01-2106
PP_1891,TU1G01-2108
PP_1892,TU1G01-2110
PP_1893,TU1G01-2112
PP_1894,TU1G01-2114
PP_1895,TU1G01-2116
PP_1896,TU1G01-2116
PP_1897,TU1G01-2118
PP_1898,TU1G01-2120
PP_1899,TU1G01-2120
PP_1900,TU1G01-2120
PP_1901,TU1G01-2120
PP_1902,TU1G01-2120
PP_1903,TU1G01-2120
PP_1904,TU1G01-2120
PP_1905,TU1G01-2122
PP_1906,TU1G01-2124
PP_1907,TU1G01-2124
PP_1908,TU1G01-2124
PP_1909,TU1G01-7010
PP_1910,TU1G01-2126
PP_1911,TU1G01-2126
PP_1912,TU1G01-2126
PP_1913,TU1G01-2128
PP_1914,TU1G01-2128
PP_1915,TU1G01-2130
PP_1916,TU1G01-2132
PP_1917,TU1G01-2132
PP_1918,TU1G01-2134
PP_1920,TU1G01-2138
PP_1921,TU1G01-7008
PP_1922,TU1G01-2142
PP_1923,TU1G01-2144
PP_1924,TU1G01-2146
PP_1925,TU1G01-2146
PP_1926,TU1G01-2146
PP_1927,TU1G01-2146
PP_1928,TU1G01-2146
PP_1929,TU1G01-2146
PP_1930,TU1G01-2146
PP_1931,TU1G01-2150
PP_1932,TU1G01-2154
PP_1934,TU1G01-7004
PP_1935,TU1G01-7002
PP_1936,TU1G01-2160
PP_1937,TU1G01-2162
PP_1938,TU1G01-2164
PP_1939,TU1G01-2166
PP_1940,TU1G01-2168
PP_1941,TU1G01-2170
PP_1942,TU1G01-2170
PP_1943,TU1G01-2172
PP_1944,TU1G01-2172
PP_1945,TU1G01-2172
PP_1946,TU1G01-2174
PP_1947,TU1G01-2176
PP_1948,TU1G01-2176
PP_1949,TU1G01-2176
PP_1950,TU1G01-2178
PP_1951,TU1G01-2178
