,value
PP_0148,TU1G01-7400
PP_0149,TU1G01-184
PP_0150,TU1G01-184
PP_0151,TU1G01-184
PP_0152,TU1G01-186
PP_0153,TU1G01-188
PP_0154,TU1G01-190
PP_0155,TU1G01-192
PP_0157,TU1G01-194
PP_0158,TU1G01-196
PP_0159,TU1G01-196
PP_0160,TU1G01-212
PP_0161,TU1G01-214
PP_0162,TU1G01-214
PP_0163,TU1G01-216
PP_0164,TU1G01-218
PP_0165,TU1G01-218
PP_0166,TU1G01-220
PP_0167,TU1G01-220
PP_0168,TU1G01-226
PP_0169,TU1G01-230
PP_0170,TU1G01-230
PP_0171,TU1G01-230
PP_0172,TU1G01-230
PP_0173,TU1G01-7398
PP_0174,TU1G01-232
PP_0175,TU1G01-234
PP_0176,TU1G01-234
PP_0177,TU1G01-234
PP_0178,TU1G01-234
PP_0179,TU1G01-234
PP_0180,TU1G01-236
PP_0181,TU1G01-238
PP_0182,TU1G01-240
PP_0183,TU1G01-7396
PP_0184,TU1G01-7394
PP_0185,TU1G01-242
PP_0186,TU1G01-244
PP_0187,TU1G01-244
PP_0188,TU1G01-244
PP_0189,TU1G01-244
PP_0190,TU1G01-246
PP_0191,TU1G01-248
PP_0192,TU1G01-7392
PP_0194,TU1G01-7390
PP_0195,TU1G01-7388
PP_0196,TU1G01-250
PP_0197,TU1G01-250
PP_0198,TU1G01-252
PP_0199,TU1G01-254
PP_0200,TU1G01-254
PP_0201,TU1G01-256
PP_0202,TU1G01-262
PP_0203,TU1G01-264
PP_0204,TU1G01-268
PP_0205,TU1G01-268
PP_0206,TU1G01-270
PP_0207,TU1G01-272
PP_0208,TU1G01-272
PP_0209,TU1G01-272
PP_0210,TU1G01-272
PP_0211,TU1G01-272
PP_0213,TU1G01-274
PP_0214,TU1G01-274
PP_0215,TU1G01-276
PP_0216,TU1G01-278
PP_0217,TU1G01-280
PP_0218,TU1G01-7386
PP_0219,TU1G01-282
PP_0220,TU1G01-282
PP_0221,TU1G01-282
PP_0222,TU1G01-282
PP_0223,TU1G01-282
PP_0224,TU1G01-284
PP_0225,TU1G01-286
PP_0226,TU1G01-286
PP_0227,TU1G01-286
PP_0228,TU1G01-288
PP_0229,TU1G01-290
PP_0230,TU1G01-292
PP_0231,TU1G01-294
PP_0232,TU1G01-294
PP_0233,TU1G01-294
PP_0234,TU1G01-296
PP_0235,TU1G01-298
PP_0236,TU1G01-300
PP_0237,TU1G01-300
PP_0238,TU1G01-300
PP_0239,TU1G01-300
PP_0240,TU1G01-300
PP_0241,TU1G01-300
PP_0242,TU1G01-302
PP_0243,TU1G01-302
PP_0244,TU1G01-304
PP_0245,TU1G01-304
PP_0246,TU1G01-306
PP_0247,TU1G01-306
PP_0248,TU1G01-308
PP_0249,TU1G01-308
PP_0250,TU1G01-7384
PP_0251,TU1G01-7382
PP_0252,TU1G01-310
PP_0254,TU1G01-314
PP_0255,TU1G01-316
PP_0256,TU1G01-318
PP_0257,TU1G01-318
PP_0258,TU1G01-7380
PP_0259,TU1G01-7378
PP_0260,TU1G01-320
PP_0261,TU1G01-320
PP_0262,TU1G01-322
PP_0263,TU1G01-322
PP_0264,TU1G01-322
PP_0265,TU1G01-324
PP_0266,TU1G01-7376
PP_0267,TU1G01-7374
PP_0268,TU1G01-7372
PP_0269,TU1G01-326
PP_0270,TU1G01-328
PP_0271,TU1G01-328
PP_0272,TU1G01-7370
PP_0273,TU1G01-7368
PP_0274,TU1G01-332
PP_0275,TU1G01-7364
PP_0276,TU1G01-334
PP_0277,TU1G01-338
PP_0278,TU1G01-344
PP_0279,TU1G01-346
PP_0280,TU1G01-348
PP_0281,TU1G01-348
PP_0282,TU1G01-350
PP_0283,TU1G01-350
PP_0284,TU1G01-7362
PP_0285,TU1G01-356
PP_0286,TU1G01-356
PP_0287,TU1G01-356
PP_0288,TU1G01-358
PP_0289,TU1G01-360
PP_0290,TU1G01-360
PP_0291,TU1G01-360
PP_0292,TU1G01-360
PP_0293,TU1G01-360
PP_0294,TU1G01-362
PP_0295,TU1G01-362
PP_0296,TU1G01-362
PP_0297,TU1G01-366
PP_0298,TU1G01-370
PP_0299,TU1G01-7356
PP_0300,TU1G01-7354
PP_0301,TU1G01-372
PP_0302,TU1G01-372
PP_0303,TU1G01-374
PP_0304,TU1G01-376
PP_0305,TU1G01-7352
PP_0306,TU1G01-380
PP_0307,TU1G01-382
PP_0308,TU1G01-384
PP_0309,TU1G01-386
PP_0310,TU1G01-386
PP_0311,TU1G01-388
PP_0312,TU1G01-388
PP_0313,TU1G01-388
PP_0314,TU1G01-390
PP_0315,TU1G01-7350
PP_0316,TU1G01-7348
PP_0317,TU1G01-7346
PP_0318,TU1G01-392
PP_0319,TU1G01-392
PP_0320,TU1G01-394
PP_0321,TU1G01-7344
PP_0322,TU1G01-396
PP_0323,TU1G01-396
PP_0324,TU1G01-396
PP_0325,TU1G01-396
PP_0326,TU1G01-396
PP_0327,TU1G01-396
PP_0328,TU1G01-398
PP_0329,TU1G01-7342
PP_0330,TU1G01-7340
PP_0331,TU1G01-400
PP_0332,TU1G01-402
PP_0333,TU1G01-404
PP_0334,TU1G01-406
PP_0335,TU1G01-408
PP_0336,TU1G01-408
PP_0337,TU1G01-410
PP_0338,TU1G01-412
PP_0339,TU1G01-412
PP_0340,TU1G01-414
PP_0341,TU1G01-416
PP_0342,TU1G01-416
PP_0343,TU1G01-416
PP_0344,TU1G01-416
PP_0345,TU1G01-416
PP_0346,TU1G01-416
PP_0347,TU1G01-416
PP_0348,TU1G01-418
PP_0349,TU1G01-420
PP_0350,TU1G01-422
PP_0351,TU1G01-424
PP_0352,TU1G01-424
PP_0353,TU1G01-426
PP_0354,TU1G01-426
PP_0355,TU1G01-7338
PP_0356,TU1G01-7336
PP_0357,TU1G01-7334
PP_0358,TU1G01-428
PP_0359,TU1G01-430
PP_0360,TU1G01-432
PP_0361,TU1G01-434
PP_0362,TU1G01-436
PP_0363,TU1G01-436
PP_0364,TU1G01-436
PP_0365,TU1G01-436
PP_0366,TU1G01-436
PP_0367,TU1G01-438
PP_0368,TU1G01-440
PP_0369,TU1G01-442
PP_0370,TU1G01-442
PP_0371,TU1G01-7332
PP_0372,TU1G01-446
PP_0373,TU1G01-448
PP_0375,TU1G01-452
PP_0376,TU1G01-452
PP_0377,TU1G01-452
PP_0378,TU1G01-452
PP_0379,TU1G01-452
PP_0380,TU1G01-452
PP_0381,TU1G01-7458
PP_0382,TU1G01-460
PP_0383,TU1G01-460
PP_0384,TU1G01-462
PP_0385,TU1G01-7330
PP_0386,TU1G01-466
PP_0387,TU1G01-468
PP_0388,TU1G01-470
PP_0389,TU1G01-472
PP_0390,TU1G01-7328
PP_0391,TU1G01-7326
PP_0392,TU1G01-474
PP_0393,TU1G01-474
PP_0394,TU1G01-476
PP_0395,TU1G01-478
PP_0396,TU1G01-478
PP_0397,TU1G01-480
PP_0398,TU1G01-482
PP_0399,TU1G01-482
PP_0400,TU1G01-482
PP_0401,TU1G01-484
PP_0402,TU1G01-484
PP_0403,TU1G01-484
PP_0404,TU1G01-484
PP_0405,TU1G01-486
PP_0406,TU1G01-486
PP_0407,TU1G01-486
PP_0408,TU1G01-7324
PP_0409,TU1G01-488
PP_0410,TU1G01-488
PP_0411,TU1G01-490
PP_0412,TU1G01-490
PP_0413,TU1G01-492
PP_0414,TU1G01-492
PP_0415,TU1G01-494
PP_0416,TU1G01-494
PP_0417,TU1G01-496
PP_0418,TU1G01-7322
PP_0420,TU1G01-498
PP_0421,TU1G01-498
PP_0422,TU1G01-498
PP_0423,TU1G01-500
PP_0424,TU1G01-7320
PP_0425,TU1G01-7318
PP_0426,TU1G01-502
PP_0427,TU1G01-502
PP_0428,TU1G01-504
PP_0429,TU1G01-506
PP_0430,TU1G01-508
PP_0431,TU1G01-508
PP_0432,TU1G01-510
PP_0433,TU1G01-512
PP_0434,TU1G01-514
PP_0435,TU1G01-514
PP_0436,TU1G01-516
PP_0437,TU1G01-524
PP_0438,TU1G01-524
PP_0439,TU1G01-524
PP_0440,TU1G01-526
PP_0441,TU1G01-528
PP_0442,TU1G01-528
PP_0443,TU1G01-530
PP_0444,TU1G01-530
PP_0445,TU1G01-532
PP_0446,TU1G01-534
PP_0447,TU1G01-536
PP_0448,TU1G01-538
PP_0449,TU1G01-540
PP_0450,TU1G01-542
PP_0451,TU1G01-542
PP_0452,TU1G01-542
PP_0453,TU1G01-544
PP_0454,TU1G01-546
PP_0455,TU1G01-546
PP_0456,TU1G01-546
PP_0457,TU1G01-546
PP_0458,TU1G01-546
PP_0459,TU1G01-546
PP_0460,TU1G01-546
PP_0461,TU1G01-546
PP_0462,TU1G01-546
PP_0463,TU1G01-546
PP_0464,TU1G01-546
PP_0465,TU1G01-546
PP_0466,TU1G01-546
PP_0467,TU1G01-546
PP_0468,TU1G01-548
PP_0469,TU1G01-548
PP_0470,TU1G01-548
PP_0471,TU1G01-548
PP_0472,TU1G01-548
PP_0473,TU1G01-548
PP_0474,TU1G01-548
PP_0475,TU1G01-548
PP_0476,TU1G01-550
PP_0477,TU1G01-550
PP_0478,TU1G01-550
PP_0479,TU1G01-550
PP_0480,TU1G01-552
PP_0481,TU1G01-554
PP_0482,TU1G01-556
PP_0483,TU1G01-7314
PP_0484,TU1G01-558
PP_0485,TU1G01-558
PP_0486,TU1G01-7312
PP_0487,TU1G01-560
PP_0488,TU1G01-560
PP_0489,TU1G01-562
PP_0490,TU1G01-562
PP_0491,TU1G01-562
PP_0492,TU1G01-564
PP_0493,TU1G01-566
PP_0494,TU1G01-566
PP_0495,TU1G01-568
PP_0496,TU1G01-570
PP_0497,TU1G01-7310
PP_0498,TU1G01-572
PP_0500,TU1G01-576
PP_0501,TU1G01-576
PP_0502,TU1G01-7308
PP_0503,TU1G01-7306
PP_0504,TU1G01-578
PP_0505,TU1G01-580
PP_0506,TU1G01-582
PP_0507,TU1G01-582
PP_0508,TU1G01-582
PP_0509,TU1G01-7304
PP_0510,TU1G01-584
PP_0511,TU1G01-584
PP_0512,TU1G01-584
PP_0513,TU1G01-586
PP_0514,TU1G01-586
PP_0515,TU1G01-586
PP_0516,TU1G01-586
PP_0517,TU1G01-586
PP_0518,TU1G01-586
PP_0519,TU1G01-586
PP_0520,TU1G01-586
PP_0521,TU1G01-586
PP_0522,TU1G01-588
PP_0523,TU1G01-588
PP_0524,TU1G01-588
PP_0525,TU1G01-7302
PP_0526,TU1G01-7300
PP_0527,TU1G01-590
PP_0528,TU1G01-592
PP_0529,TU1G01-592
PP_0530,TU1G01-594
PP_0531,TU1G01-7298
PP_0532,TU1G01-598
PP_0533,TU1G01-600
PP_0534,TU1G01-600
PP_0535,TU1G01-7296
PP_0536,TU1G01-602
PP_0537,TU1G01-604
PP_0538,TU1G01-606
PP_0539,TU1G01-608
PP_0540,TU1G01-608
PP_0541,TU1G01-610
PP_0542,TU1G01-612
PP_0543,TU1G01-612
PP_0544,TU1G01-614
PP_0545,TU1G01-616
PP_0546,TU1G01-618
PP_0547,TU1G01-620
PP_0548,TU1G01-620
PP_0549,TU1G01-620
PP_0550,TU1G01-622
PP_0551,TU1G01-622
PP_0552,TU1G01-622
PP_0553,TU1G01-622
PP_0554,TU1G01-622
PP_0555,TU1G01-622
PP_0556,TU1G01-622
PP_0557,TU1G01-7294
PP_0558,TU1G01-624
PP_0559,TU1G01-624
PP_0560,TU1G01-626
PP_0561,TU1G01-628
PP_0562,TU1G01-630
PP_0563,TU1G01-632
PP_0564,TU1G01-634
PP_0565,TU1G01-634
PP_0566,TU1G01-636
PP_0567,TU1G01-638
PP_0568,TU1G01-640
PP_0569,TU1G01-7292
PP_0570,TU1G01-7290
PP_0571,TU1G01-7288
PP_0572,TU1G01-642
PP_0573,TU1G01-642
PP_0574,TU1G01-644
PP_0575,TU1G01-646
PP_0576,TU1G01-648
PP_0577,TU1G01-648
PP_0578,TU1G01-648
PP_0579,TU1G01-648
PP_0580,TU1G01-648
PP_0581,TU1G01-648
PP_0582,TU1G01-650
PP_0583,TU1G01-652
PP_0584,TU1G01-654
PP_0585,TU1G01-656
PP_0586,TU1G01-656
PP_0587,TU1G01-658
PP_0588,TU1G01-660
PP_0589,TU1G01-662
PP_0590,TU1G01-664
PP_0591,TU1G01-666
PP_0592,TU1G01-668
PP_0593,TU1G01-670
PP_0594,TU1G01-670
PP_0595,TU1G01-670
PP_0596,TU1G01-672
PP_0597,TU1G01-672
PP_0598,TU1G01-680
PP_0599,TU1G01-680
PP_0600,TU1G01-7286
PP_0601,TU1G01-682
PP_0602,TU1G01-684
PP_0603,TU1G01-684
PP_0604,TU1G01-686
PP_0605,TU1G01-686
PP_0606,TU1G01-686
PP_0607,TU1G01-7284
PP_0608,TU1G01-688
PP_0609,TU1G01-688
PP_0610,TU1G01-688
PP_0611,TU1G01-688
PP_0612,TU1G01-690
PP_0613,TU1G01-692
PP_0614,TU1G01-692
PP_0615,TU1G01-694
PP_0616,TU1G01-694
PP_0617,TU1G01-694
PP_0618,TU1G01-694
PP_0619,TU1G01-696
PP_0620,TU1G01-698
PP_0621,TU1G01-700
PP_0622,TU1G01-700
PP_0623,TU1G01-702
PP_0624,TU1G01-702
PP_0625,TU1G01-704
PP_0626,TU1G01-708
PP_0627,TU1G01-710
PP_0628,TU1G01-712
PP_0629,TU1G01-7282
PP_0630,TU1G01-716
PP_0631,TU1G01-716
PP_0632,TU1G01-716
PP_0633,TU1G01-716
PP_0634,TU1G01-718
PP_0635,TU1G01-722
PP_0636,TU1G01-724
PP_0637,TU1G01-726
PP_0638,TU1G01-726
PP_0639,TU1G01-732
PP_0640,TU1G01-732
PP_0641,TU1G01-7278
PP_0642,TU1G01-736
PP_0643,TU1G01-738
PP_0645,TU1G01-740
PP_0646,TU1G01-742
PP_0647,TU1G01-742
PP_0648,TU1G01-744
PP_0649,TU1G01-746
PP_0650,TU1G01-7276
PP_0651,TU1G01-748
PP_0652,TU1G01-754
PP_0653,TU1G01-754
PP_0654,TU1G01-756
PP_0655,TU1G01-758
PP_0656,TU1G01-760
PP_0657,TU1G01-760
PP_0658,TU1G01-762
PP_0659,TU1G01-764
PP_0660,TU1G01-766
PP_0661,TU1G01-768
PP_0662,TU1G01-768
PP_0663,TU1G01-768
PP_0664,TU1G01-770
PP_0665,TU1G01-770
PP_0666,TU1G01-770
PP_0667,TU1G01-772
PP_0668,TU1G01-772
PP_0669,TU1G01-774
PP_0670,TU1G01-776
PP_0671,TU1G01-778
PP_0672,TU1G01-780
PP_0673,TU1G01-782
PP_0674,TU1G01-784
PP_0675,TU1G01-786
PP_0676,TU1G01-788
PP_0677,TU1G01-790
PP_0678,TU1G01-792
PP_0679,TU1G01-794
PP_0680,TU1G01-796
PP_0681,TU1G01-798
PP_0682,TU1G01-800
PP_0683,TU1G01-802
PP_0684,TU1G01-804
PP_0685,TU1G01-806
PP_0686,TU1G01-808
PP_0687,TU1G01-810
PP_0688,TU1G01-812
PP_0689,TU1G01-812
PP_0690,TU1G01-814
PP_0691,TU1G01-816
PP_0692,TU1G01-816
PP_0693,TU1G01-818
PP_0694,TU1G01-818
PP_0695,TU1G01-818
PP_0696,TU1G01-820
PP_0697,TU1G01-820
PP_0698,TU1G01-7274
PP_0699,TU1G01-7272
PP_0700,TU1G01-826
PP_0701,TU1G01-828
PP_0702,TU1G01-830
PP_0703,TU1G01-832
PP_0704,TU1G01-832
PP_0705,TU1G01-834
PP_0706,TU1G01-836
PP_0707,TU1G01-838
PP_0708,TU1G01-840
PP_0709,TU1G01-840
PP_0710,TU1G01-842
PP_0711,TU1G01-844
PP_0712,TU1G01-846
PP_0713,TU1G01-846
PP_0714,TU1G01-846
PP_0715,TU1G01-846
PP_0716,TU1G01-846
PP_0717,TU1G01-846
PP_0718,TU1G01-848
PP_0719,TU1G01-850
PP_0720,TU1G01-850
PP_0721,TU1G01-852
PP_0722,TU1G01-854
PP_0723,TU1G01-856
PP_0724,TU1G01-856
PP_0725,TU1G01-856
PP_0726,TU1G01-858
PP_0727,TU1G01-858
PP_0728,TU1G01-858
PP_0729,TU1G01-858
PP_0730,TU1G01-860
PP_0731,TU1G01-860
PP_0732,TU1G01-862
PP_0733,TU1G01-862
PP_0734,TU1G01-862
PP_0735,TU1G01-862
PP_0736,TU1G01-862
PP_0737,TU1G01-864
PP_0738,TU1G01-866
PP_0739,TU1G01-866
PP_0740,TU1G01-866
PP_0741,TU1G01-866
PP_0742,TU1G01-868
PP_0743,TU1G01-870
PP_0744,TU1G01-870
PP_0745,TU1G01-872
PP_0746,TU1G01-872
PP_0747,TU1G01-874
PP_0748,TU1G01-874
PP_0749,TU1G01-876
PP_0750,TU1G01-878
PP_0751,TU1G01-880
PP_0753,TU1G01-7270
PP_0754,TU1G01-7268
PP_0755,TU1G01-7266
PP_0756,TU1G01-7264
PP_0757,TU1G01-884
PP_0758,TU1G01-884
PP_0759,TU1G01-886
PP_0760,TU1G01-888
PP_0761,TU1G01-890
PP_0762,TU1G01-892
PP_0763,TU1G01-894
PP_0765,TU1G01-896
PP_0766,TU1G01-896
PP_0767,TU1G01-898
PP_0768,TU1G01-900
PP_0769,TU1G01-900
PP_0770,TU1G01-902
PP_0771,TU1G01-902
PP_0772,TU1G01-902
PP_0773,TU1G01-904
PP_0774,TU1G01-906
PP_0775,TU1G01-906
PP_0776,TU1G01-908
PP_0777,TU1G01-910
PP_0778,TU1G01-7262
PP_0779,TU1G01-912
PP_0781,TU1G01-914
PP_0782,TU1G01-916
PP_0784,TU1G01-918
PP_0785,TU1G01-7260
PP_0786,TU1G01-7258
PP_0787,TU1G01-7256
PP_0788,TU1G01-920
PP_0789,TU1G01-922
PP_0790,TU1G01-922
PP_0791,TU1G01-924
PP_0792,TU1G01-924
PP_0793,TU1G01-926
PP_0794,TU1G01-926
PP_0795,TU1G01-926
PP_0796,TU1G01-7254
PP_0797,TU1G01-7252
PP_0798,TU1G01-928
PP_0799,TU1G01-930
PP_0800,TU1G01-934
PP_0801,TU1G01-936
PP_0802,TU1G01-938
PP_0803,TU1G01-940
PP_0804,TU1G01-940
PP_0805,TU1G01-940
PP_0806,TU1G01-942
PP_0807,TU1G01-944
PP_0808,TU1G01-946
PP_0809,TU1G01-948
PP_0812,TU1G01-950
PP_0813,TU1G01-950
PP_0814,TU1G01-950
PP_0815,TU1G01-950
PP_0816,TU1G01-950
PP_0817,TU1G01-952
PP_0818,TU1G01-954
PP_0819,TU1G01-956
PP_0820,TU1G01-958
PP_0821,TU1G01-960
PP_0822,TU1G01-962
PP_0823,TU1G01-962
PP_0824,TU1G01-964
PP_0825,TU1G01-964
PP_0826,TU1G01-964
PP_0827,TU1G01-964
PP_0828,TU1G01-7250
PP_0829,TU1G01-7248
PP_0830,TU1G01-966
PP_0831,TU1G01-968
PP_0832,TU1G01-972
PP_0833,TU1G01-972
PP_0834,TU1G01-974
PP_0835,TU1G01-976
PP_0836,TU1G01-976
PP_0837,TU1G01-978
PP_0838,TU1G01-7246
PP_0839,TU1G01-980
PP_0840,TU1G01-980
PP_0841,TU1G01-982
PP_0842,TU1G01-984
PP_0843,TU1G01-986
PP_0844,TU1G01-986
PP_0845,TU1G01-986
PP_0846,TU1G01-988
PP_0847,TU1G01-988
PP_0848,TU1G01-988
PP_0849,TU1G01-990
PP_0850,TU1G01-990
PP_0851,TU1G01-990
PP_0852,TU1G01-990
PP_0853,TU1G01-990
PP_0854,TU1G01-990
PP_0855,TU1G01-990
PP_0856,TU1G01-990
PP_0857,TU1G01-992
PP_0858,TU1G01-994
PP_0859,TU1G01-994
PP_0860,TU1G01-996
PP_0861,TU1G01-998
PP_0862,TU1G01-1000
PP_0863,TU1G01-1000
PP_0864,TU1G01-7244
PP_0865,TU1G01-1002
PP_0866,TU1G01-1002
PP_0867,TU1G01-1004
PP_0868,TU1G01-1006
PP_0869,TU1G01-1006
PP_0870,TU1G01-1006
PP_0871,TU1G01-1006
PP_0872,TU1G01-7242
PP_0873,TU1G01-1008
PP_0874,TU1G01-1010
PP_0875,TU1G01-1010
PP_0876,TU1G01-1010
PP_0878,TU1G01-1014
PP_0879,TU1G01-1014
PP_0880,TU1G01-1014
PP_0881,TU1G01-1014
PP_0882,TU1G01-7440
PP_0883,TU1G01-7440
PP_0884,TU1G01-7440
PP_0885,TU1G01-7440
PP_0886,TU1G01-1024
PP_0887,TU1G01-1026
PP_0888,TU1G01-1026
PP_0889,TU1G01-1028
PP_0890,TU1G01-1028
PP_0891,TU1G01-1030
PP_0892,TU1G01-1030
PP_0893,TU1G01-1032
PP_0894,TU1G01-7240
PP_0895,TU1G01-1034
PP_0896,TU1G01-1034
PP_0897,TU1G01-7238
PP_0899,TU1G01-7236
PP_0900,TU1G01-7234
PP_0901,TU1G01-1036
PP_0902,TU1G01-1036
PP_0903,TU1G01-1038
PP_0904,TU1G01-1038
PP_0905,TU1G01-1038
PP_0906,TU1G01-1040
PP_0907,TU1G01-1040
PP_0908,TU1G01-1042
PP_0909,TU1G01-1042
PP_0910,TU1G01-1042
PP_0911,TU1G01-1044
PP_0912,TU1G01-1044
PP_0913,TU1G01-1046
PP_0914,TU1G01-1046
PP_0915,TU1G01-1048
PP_0916,TU1G01-1050
PP_0917,TU1G01-1052
PP_0918,TU1G01-1054
PP_0919,TU1G01-1056
PP_0920,TU1G01-1058
PP_0921,TU1G01-1058
PP_0922,TU1G01-7232
PP_0923,TU1G01-1060
PP_0924,TU1G01-1060
PP_0925,TU1G01-1062
PP_0926,TU1G01-1064
PP_0927,TU1G01-1066
PP_0928,TU1G01-1068
PP_0929,TU1G01-1070
PP_0930,TU1G01-1072
PP_0931,TU1G01-1072
PP_0932,TU1G01-1072
PP_0933,TU1G01-1074
PP_0934,TU1G01-1076
PP_0935,TU1G01-1076
PP_0936,TU1G01-1076
PP_0937,TU1G01-1078
PP_0938,TU1G01-1080
PP_0939,TU1G01-1080
PP_0940,TU1G01-1080
PP_0941,TU1G01-7230
PP_0942,TU1G01-1082
PP_0943,TU1G01-1084
PP_0944,TU1G01-1084
PP_0945,TU1G01-1084
PP_0946,TU1G01-1084
PP_0947,TU1G01-1084
PP_0948,TU1G01-1086
PP_0949,TU1G01-1086
PP_0950,TU1G01-1086
PP_0951,TU1G01-1086
PP_0952,TU1G01-1088
PP_0953,TU1G01-1090
PP_0954,TU1G01-1090
PP_0955,TU1G01-1090
PP_0956,TU1G01-1090
PP_0957,TU1G01-1090
PP_0958,TU1G01-1092
PP_0959,TU1G01-1092
PP_0960,TU1G01-1092
PP_0961,TU1G01-1092
PP_0962,TU1G01-1092
PP_0963,TU1G01-1094
PP_0964,TU1G01-1094
PP_0965,TU1G01-1096
PP_0966,TU1G01-1096
PP_0967,TU1G01-1096
PP_0968,TU1G01-7228
PP_0969,TU1G01-1098
PP_0970,TU1G01-1098
PP_0971,TU1G01-1100
PP_0972,TU1G01-1100
PP_0973,TU1G01-7226
PP_0975,TU1G01-7224
PP_0976,TU1G01-1102
PP_0977,TU1G01-1104
PP_0978,TU1G01-1106
PP_0979,TU1G01-1106
PP_0980,TU1G01-1108
PP_0982,TU1G01-1110
PP_0983,TU1G01-1110
PP_0984,TU1G01-1112
PP_0986,TU1G01-1116
PP_0987,TU1G01-1116
PP_0988,TU1G01-1118
PP_0989,TU1G01-1118
PP_0990,TU1G01-1120
PP_0991,TU1G01-1122
PP_0992,TU1G01-1122
PP_0993,TU1G01-1122
PP_0994,TU1G01-1124
PP_0995,TU1G01-1124
PP_0996,TU1G01-1126
PP_0997,TU1G01-1128
PP_0998,TU1G01-1130
PP_0999,TU1G01-1130
PP_1000,TU1G01-1130
PP_1001,TU1G01-1130
PP_1002,TU1G01-1130
PP_1003,TU1G01-7222
PP_1004,TU1G01-1132
PP_1005,TU1G01-1134
