Complex,Complex_compartment,Protein,Protein_compartment,translocase_pathway
G1G01-2163-MONOMER,Membrane,PP_2027(),Membrane,s
G1G01-4562-MONOMER,Inner_Membrane,PP_4284(),Inner_Membrane,s
G1G01-4912-MONOMER,Inner_Membrane,PP_4604(),Inner_Membrane,s
G1G01-3188-MONOMER,Inner_Membrane,PP_3005(),Inner_Membrane,s
G1G01-5263-MONOMER,Inner_Membrane,PP_4921(),Inner_Membrane,s
G1G01-3523-MONOMER,Inner_Membrane,PP_3293(),Inner_Membrane,s
G1G01-2148-MONOMER,Inner_Membrane,PP_2014(),Inner_Membrane,s
G1G01-741-MONOMER,Outer_Membrane,PP_0669(),Outer_Membrane,s
G1G01-4199-MONOMER,Inner_Membrane,PP_3932(),Inner_Membrane,s
G1G01-1235-MONOMER,Inner_Membrane,PP_1155(),Inner_Membrane,s
G1G01-3825-MONOMER,Inner_Membrane,PP_3588(),Inner_Membrane,s
G1G01-4546-MONOMER,Membrane,PP_5671(),Membrane,s
G1G01-2837-MONOMER,Inner_Membrane,PP_2656(),Inner_Membrane,s
G1G01-2492-MONOMER,Inner_Membrane,PP_2331(),Inner_Membrane,s
G1G01-2834-MONOMER,Membrane,PP_5537(),Membrane,s
G1G01-5246-MONOMER,Inner_Membrane,PP_4904(),Inner_Membrane,s
G1G01-5584-MONOMER,Inner_Membrane,PP_5233(),Inner_Membrane,s
G1G01-3845-MONOMER,Inner_Membrane,PP_3607(),Inner_Membrane,s
G1G01-3875-MONOMER,Inner_Membrane,PP_3637(),Inner_Membrane,s
G1G01-2477-MONOMER,Inner_Membrane,PP_2316(),Inner_Membrane,s
G1G01-4528-MONOMER,Inner_Membrane,PP_4255(),Inner_Membrane,s
G1G01-5569-MONOMER,Inner_Membrane,PP_5219(),Inner_Membrane,s
G1G01-3830-MONOMER,Periplasm,PP_3593(),Periplasm,s
G1G01-4166-MONOMER,Inner_Membrane,PP_3902(),Inner_Membrane,s
G1G01-4513-MONOMER,Membrane,PP_5668(),Membrane,s
G1G01-1204-MONOMER,Periplasm,PP_1126(),Periplasm,s
G1G01-1551-MONOMER,Inner_Membrane,PP_1459(),Inner_Membrane,s
G1G01-3857-MONOMER,Inner_Membrane,PP_3619(),Inner_Membrane,s
G1G01-3816-MONOMER,Inner_Membrane,PP_3579(),Inner_Membrane,s
G1G01-1229-MONOMER,Inner_Membrane,PP_1150(),Inner_Membrane,s
G1G01-2447-MONOMER,Membrane,PP_2290(),Membrane,s
G1G01-45-MONOMER,Inner_Membrane,PP_0044(),Inner_Membrane,s
G1G01-249-MONOMER,Periplasm,PP_0227(),Periplasm,s
G1G01-1190-MONOMER,Membrane,PP_5463(),Membrane,s
G1G01-4850-MONOMER,Inner_Membrane,PP_4542(),Inner_Membrane,s
G1G01-1537-MONOMER,Outer_Membrane,PP_1445(),Outer_Membrane,s
G1G01-2831-MONOMER,Inner_Membrane,PP_2651(),Inner_Membrane,s
G1G01-3124-MONOMER,Inner_Membrane,PP_2944(),Inner_Membrane,s
G1G01-1578-MONOMER,Inner_Membrane,PP_1487(),Inner_Membrane,s
G1G01-2077-MONOMER,Inner_Membrane,PP_1955(),Inner_Membrane,s
G1G01-674-MONOMER,Inner_Membrane,PP_0617(),Inner_Membrane,s
G1G01-5243-MONOMER,Inner_Membrane,PP_4901(),Inner_Membrane,s
G1G01-4485-MONOMER,Inner_Membrane,PP_4216(),Inner_Membrane,s
G1G01-2776-MONOMER,Inner_Membrane,PP_2594(),Inner_Membrane,s
G1G01-1522-MONOMER,Periplasm,PP_1430(),Periplasm,s
G1G01-5184-MONOMER,Inner_Membrane,PP_4844(),Inner_Membrane,s
G1G01-5522-MONOMER,Inner_Membrane,PP_5177(),Inner_Membrane,s
G1G01-2062-MONOMER,Inner_Membrane,PP_1940(),Inner_Membrane,s
G1G01-66-MONOMER,Inner_Membrane,PP_0063(),Inner_Membrane,s
G1G01-2474-MONOMER,Inner_Membrane,PP_2313(),Inner_Membrane,s
G1G01-4525-MONOMER,Inner_Membrane,PP_4252(),Inner_Membrane,s
G1G01-2761-MONOMER,Inner_Membrane,PP_2579(),Inner_Membrane,s
G1G01-2817-MONOMER,Inner_Membrane,PP_2636(),Inner_Membrane,s
G1G01-1160-MONOMER,Outer_Membrane,PP_1087(),Outer_Membrane,s
G1G01-1508-MONOMER,Inner_Membrane,PP_1416(),Inner_Membrane,s
G1G01-3433-MONOMER,Inner_Membrane,PP_3211(),Inner_Membrane,s
G1G01-3152-MONOMER,Inner_Membrane,PP_2973(),Inner_Membrane,s
G1G01-1854-MONOMER,Inner_Membrane,PP_1753(),Inner_Membrane,s
G1G01-5229-MONOMER,Inner_Membrane,PP_4887(),Inner_Membrane,s
G1G01-3828-MONOMER,Inner_Membrane,PP_3591(),Inner_Membrane,s
G1G01-1493-MONOMER,Periplasm,PP_1403(),Periplasm,s
G1G01-3081-MONOMER,Inner_Membrane,PP_2902(),Inner_Membrane,s
G1G01-4093-MONOMER,Inner_Membrane,PP_3835(),Inner_Membrane,s
G1G01-1201-MONOMER,Inner_Membrane,PP_1123(),Inner_Membrane,s
G1G01-2387-MONOMER,Inner_Membrane,PP_2241(),Inner_Membrane,s
G1G01-4439-MONOMER,Inner_Membrane,PP_4173(),Inner_Membrane,s
G1G01-1549-MONOMER,Inner_Membrane,PP_1457(),Inner_Membrane,s
G1G01-1131-MONOMER,Membrane,PP_1058(),Membrane,s
G1G01-4786-MONOMER,Inner_Membrane,PP_4485(),Inner_Membrane,s
G1G01-3136-MONOMER,Inner_Membrane,PP_2955(),Inner_Membrane,s
G1G01-3067-MONOMER,Periplasm,PP_2887(),Periplasm,s
G1G01-5140-MONOMER,Inner_Membrane,PP_4803(),Inner_Membrane,s
G1G01-3403-MONOMER,Inner_Membrane,PP_3183(),Inner_Membrane,s
G1G01-1825-MONOMER,Inner_Membrane,PP_1724(),Inner_Membrane,s
G1G01-555-MONOMER,Inner_Membrane,PP_0506(),Inner_Membrane,s
G1G01-3813-MONOMER,Periplasm,PP_3576(),Periplasm,s
G1G01-611-MONOMER,Inner_Membrane,PP_0561(),Inner_Membrane,s
G1G01-957-MONOMER,Inner_Membrane,PP_0882(),Inner_Membrane,s
G1G01-2368-MONOMER,Inner_Membrane,PP_2228(),Inner_Membrane,s
G1G01-4424-MONOMER,Inner_Membrane,PP_4158(),Inner_Membrane,s
G1G01-1117-MONOMER,Outer_Membrane,PP_1044(),Outer_Membrane,s
G1G01-4767-MONOMER,Inner_Membrane,PP_4471(),Inner_Membrane,s
G1G01-2444-MONOMER,Inner_Membrane,PP_2287(),Inner_Membrane,s
G1G01-4497-MONOMER,Membrane,PP_4227(),Membrane,s
G1G01-5126-MONOMER,Inner_Membrane,PP_4789(),Inner_Membrane,s
G1G01-942-MONOMER,Outer_Membrane,PP_0867(),Outer_Membrane,s
G1G01-441-MONOMER,Outer_Membrane,PP_0404(),Outer_Membrane,s
G1G01-1102-MONOMER,Inner_Membrane,PP_1029(),Inner_Membrane,s
G1G01-4750-MONOMER,Inner_Membrane,PP_4461(),Inner_Membrane,s
G1G01-145-MONOMER,Inner_Membrane,PP_0138(),Inner_Membrane,s
G1G01-5110-MONOMER,Inner_Membrane,PP_4774(),Inner_Membrane,s
G1G01-1792-MONOMER,Inner_Membrane,PP_1695(),Inner_Membrane,s
G1G01-3713-MONOMER,Outer_Membrane,PP_3478(),Outer_Membrane,s
G1G01-583-MONOMER,Inner_Membrane,PP_0533(),Inner_Membrane,s
G1G01-4396-MONOMER,Inner_Membrane,PP_4129(),Inner_Membrane,s
G1G01-2684-MONOMER,Inner_Membrane,PP_2506(),Inner_Membrane,s
G1G01-243-MONOMER,Inner_Membrane,PP_0221(),Inner_Membrane,s
G1G01-1089-MONOMER,Inner_Membrane,PP_1016(),Inner_Membrane,s
G1G01-4482-MONOMER,Membrane,PP_4213(),Membrane,s
G1G01-3360-MONOMER,Membrane,PP_3141(),Membrane,s
G1G01-5434-MONOMER,Inner_Membrane,PP_5090(),Inner_Membrane,s
G1G01-4830-MONOMER,Inner_Membrane,PP_4527(),Inner_Membrane,s
G1G01-152-MONOMER,Inner_Membrane,PP_0145(),Inner_Membrane,s
G1G01-552-MONOMER,Inner_Membrane,PP_0503(),Inner_Membrane,s
G1G01-3346-MONOMER,Inner_Membrane,PP_3128(),Inner_Membrane,s
G1G01-3785-MONOMER,Inner_Membrane,PP_3548(),Inner_Membrane,s
G1G01-206-MONOMER,Inner_Membrane,PP_0188(),Inner_Membrane,s
G1G01-3684-MONOMER,Outer_Membrane,PP_3450(),Outer_Membrane,s
G1G01-1955-MONOMER,Inner_Membrane,PP_1850(),Inner_Membrane,s
G1G01-899-MONOMER,Inner_Membrane,PP_0825(),Inner_Membrane,s
G1G01-2759-MONOMER,Membrane,PP_2577(),Membrane,s
G1G01-1748-MONOMER,Inner_Membrane,PP_1650(),Inner_Membrane,s
G1G01-4815-MONOMER,Inner_Membrane,PP_4512(),Inner_Membrane,s
G1G01-3669-MONOMER,Inner_Membrane,PP_3436(),Inner_Membrane,s
G1G01-194-MONOMER,Inner_Membrane,PP_0176(),Inner_Membrane,s
G1G01-5745-MONOMER,Inner_Membrane,PP_5387(),Inner_Membrane,s
G1G01-3093-MONOMER,Inner_Membrane,PP_2914(),Inner_Membrane,s
G1G01-884-MONOMER,Inner_Membrane,PP_0809(),Inner_Membrane,s
G1G01-4346-MONOMER,Membrane,PP_4081(),Membrane,s
G1G01-5505-MONOMER,Inner_Membrane,PP_5160(),Inner_Membrane,s
G1G01-377-MONOMER,Membrane,PP_0344(),Membrane,s
G1G01-3654-MONOMER,Inner_Membrane,PP_3421(),Inner_Membrane,s
G1G01-1925-MONOMER,Inner_Membrane,PP_1820(),Inner_Membrane,s
G1G01-5730-MONOMER,Inner_Membrane,PP_5374(),Inner_Membrane,s
G1G01-4105-MONOMER,Periplasm,PP_3845(),Periplasm,s
G1G01-2624-MONOMER,Periplasm,PP_2454(),Periplasm,s
G1G01-1029-MONOMER,Inner_Membrane,PP_0955(),Inner_Membrane,s
G1G01-4450-MONOMER,Inner_Membrane,PP_4184(),Inner_Membrane,s
G1G01-1143-MONOMER,Inner_Membrane,PP_1070(),Inner_Membrane,s
G1G01-5376-MONOMER,Inner_Membrane,PP_5031(),Inner_Membrane,s
G1G01-1490-MONOMER,Inner_Membrane,PP_1400(),Inner_Membrane,s
G1G01-5715-MONOMER,Inner_Membrane,PP_5359(),Inner_Membrane,s
G1G01-3975-MONOMER,Periplasm,PP_3722(),Periplasm,s
G1G01-855-MONOMER,Inner_Membrane,PP_0779(),Inner_Membrane,s
G1G01-5152-MONOMER,Inner_Membrane,PP_4815(),Inner_Membrane,s
G1G01-1360-MONOMER,Outer_Membrane,PP_1273(),Outer_Membrane,s
G1G01-3286-MONOMER,Outer_Membrane,PP_3090(),Outer_Membrane,s
G1G01-623-MONOMER,Outer_Membrane,PP_0573(),Outer_Membrane,s
G1G01-4300-MONOMER,Inner_Membrane,PP_4035(),Inner_Membrane,s
G1G01-2594-MONOMER,Inner_Membrane,PP_2429(),Inner_Membrane,s
G1G01-1346-MONOMER,Inner_Membrane,PP_1259(),Inner_Membrane,s
G1G01-2935-MONOMER,Outer_Membrane,PP_2754(),Outer_Membrane,s
G1G01-3270-MONOMER,Inner_Membrane,PP_3077(),Inner_Membrane,s
G1G01-1683-MONOMER,Inner_Membrane,PP_1587(),Inner_Membrane,s
G1G01-4783-MONOMER,Inner_Membrane,PP_4482(),Inner_Membrane,s
G1G01-1476-MONOMER,Inner_Membrane,PP_1386(),Inner_Membrane,s
G1G01-2233-MONOMER,Inner_Membrane,PP_2095(),Inner_Membrane,s
G1G01-463-MONOMER,Inner_Membrane,PP_0427(),Inner_Membrane,s
G1G01-2580-MONOMER,Inner_Membrane,PP_2417(),Inner_Membrane,s
G1G01-4983-MONOMER,Inner_Membrane,PP_4670(),Inner_Membrane,s
G1G01-5476-MONOMER,Inner_Membrane,PP_5131(),Inner_Membrane,s
G1G01-5331-MONOMER,Inner_Membrane,PP_4986(),Inner_Membrane,s
G1G01-2218-MONOMER,Inner_Membrane,PP_2080(),Inner_Membrane,s
G1G01-4271-MONOMER,Inner_Membrane,PP_4004(),Inner_Membrane,s
G1G01-4614-MONOMER,Inner_Membrane,PP_4336(),Inner_Membrane,s
G1G01-4076-MONOMER,Inner_Membrane,PP_3818(),Inner_Membrane,s
G1G01-1313-MONOMER,Inner_Membrane,PP_1227(),Inner_Membrane,s
G1G01-954-MONOMER,Inner_Membrane,PP_0879(),Inner_Membrane,s
G1G01-2906-MONOMER,Periplasm,PP_2725(),Periplasm,s
G1G01-2365-MONOMER,Inner_Membrane,PP_2225(),Inner_Membrane,s
G1G01-1653-MONOMER,Inner_Membrane,PP_1559(),Inner_Membrane,s
G1G01-5316-MONOMER,Inner_Membrane,PP_4972(),Inner_Membrane,s
G1G01-3580-MONOMER,Inner_Membrane,PP_3348(),Inner_Membrane,s
G1G01-1114-MONOMER,Inner_Membrane,PP_1041(),Inner_Membrane,s
G1G01-2203-MONOMER,Inner_Membrane,PP_2065(),Inner_Membrane,s
G1G01-1461-MONOMER,Inner_Membrane,PP_1371(),Inner_Membrane,s
G1G01-4954-MONOMER,Inner_Membrane,PP_4641(),Inner_Membrane,s
G1G01-3387-MONOMER,Inner_Membrane,PP_3167(),Inner_Membrane,s
G1G01-781-MONOMER,Inner_Membrane,PP_0707(),Inner_Membrane,s
G1G01-2536-MONOMER,Membrane,PP_2373(),Membrane,s
G1G01-4061-MONOMER,Inner_Membrane,PP_3803(),Inner_Membrane,s
G1G01-3889-MONOMER,Inner_Membrane,PP_3651(),Inner_Membrane,s
G1G01-110-MONOMER,Inner_Membrane,PP_0106(),Inner_Membrane,s
G1G01-4747-MONOMER,Inner_Membrane,PP_4458(),Inner_Membrane,s
G1G01-32-MONOMER,Inner_Membrane,PP_0030(),Inner_Membrane,s
G1G01-3535-MONOMER,Inner_Membrane,PP_3305(),Inner_Membrane,s
G1G01-5614-MONOMER,Membrane,PP_5257(),Membrane,s
G1G01-751-MONOMER,Inner_Membrane,PP_0679(),Inner_Membrane,s
G1G01-3874-MONOMER,Inner_Membrane,PP_3636(),Inner_Membrane,s
G1G01-216-MONOMER,Inner_Membrane,PP_0199(),Inner_Membrane,s
G1G01-1250-MONOMER,Inner_Membrane,PP_1167(),Inner_Membrane,s
G1G01-5446-MONOMER,Inner_Membrane,PP_5102(),Inner_Membrane,s
G1G01-2849-MONOMER,Inner_Membrane,PP_2668(),Inner_Membrane,s
G1G01-1982-MONOMER,Membrane,PP_1878(),Membrane,s
G1G01-4044-MONOMER,Inner_Membrane,PP_3789(),Inner_Membrane,s
G1G01-56-MONOMER,Periplasm,PP_0053(),Periplasm,s
G1G01-1232-MONOMER,Inner_Membrane,PP_1152(),Inner_Membrane,s
G1G01-4393-MONOMER,Inner_Membrane,PP_4126(),Inner_Membrane,s
G1G01-1086-MONOMER,Inner_Membrane,PP_1013(),Inner_Membrane,s
G1G01-5094-MONOMER,Inner_Membrane,PP_4760(),Inner_Membrane,s
G1G01-403-MONOMER,Inner_Membrane,PP_0369(),Inner_Membrane,s
G1G01-910-MONOMER,Inner_Membrane,PP_0835(),Inner_Membrane,s
G1G01-4379-MONOMER,Membrane,PP_4112(),Membrane,s
G1G01-4715-MONOMER,Inner_Membrane,PP_4434(),Inner_Membrane,s
G1G01-3343-MONOMER,Membrane,PP_3126(),Membrane,s
G1G01-5416-MONOMER,Inner_Membrane,PP_5072(),Inner_Membrane,s
G1G01-3681-MONOMER,Inner_Membrane,PP_3447(),Inner_Membrane,s
G1G01-2304-MONOMER,Outer_Membrane,PP_2163(),Outer_Membrane,s
G1G01-4364-MONOMER,Inner_Membrane,PP_4097(),Inner_Membrane,s
G1G01-1055-MONOMER,Inner_Membrane,PP_0983(),Inner_Membrane,s
G1G01-5401-MONOMER,Outer_Membrane,PP_5057(),Outer_Membrane,s
G1G01-1387-MONOMER,Inner_Membrane,PP_1300(),Inner_Membrane,s
G1G01-2976-MONOMER,Inner_Membrane,PP_2796(),Inner_Membrane,s
G1G01-3312-MONOMER,Membrane,PP_3104(),Membrane,s
G1G01-5388-MONOMER,Periplasm,PP_5043(),Periplasm,s
G1G01-3987-MONOMER,Inner_Membrane,PP_3734(),Inner_Membrane,s
G1G01-1372-MONOMER,Outer_Membrane,PP_1285(),Outer_Membrane,s
G1G01-2961-MONOMER,Inner_Membrane,PP_2781(),Inner_Membrane,s
G1G01-1907-MONOMER,Inner_Membrane,PP_1804(),Inner_Membrane,s
G1G01-3972-MONOMER,Periplasm,PP_3719(),Periplasm,s
G1G01-2260-MONOMER,Inner_Membrane,PP_2120(),Inner_Membrane,s
G1G01-2605-MONOMER,Inner_Membrane,PP_2438(),Inner_Membrane,s
G1G01-1358-MONOMER,Inner_Membrane,PP_1271(),Inner_Membrane,s
G1G01-2947-MONOMER,Inner_Membrane,PP_2767(),Inner_Membrane,s
G1G01-5358-MONOMER,Inner_Membrane,PP_5013(),Inner_Membrane,s
G1G01-3620-MONOMER,Inner_Membrane,PP_3389(),Inner_Membrane,s
G1G01-2246-MONOMER,Inner_Membrane,PP_2106(),Inner_Membrane,s
G1G01-1342-MONOMER,Inner_Membrane,PP_1255(),Inner_Membrane,s
G1G01-3606-MONOMER,Periplasm,PP_3375(),Periplasm,s
G1G01-5684-MONOMER,Inner_Membrane,PP_5328(),Inner_Membrane,s
G1G01-3943-MONOMER,Inner_Membrane,PP_3695(),Inner_Membrane,s
G1G01-2230-MONOMER,Inner_Membrane,PP_2092(),Inner_Membrane,s
G1G01-3252-MONOMER,Outer_Membrane,PP_3062(),Outer_Membrane,s
G1G01-2563-MONOMER,Inner_Membrane,PP_2400(),Inner_Membrane,s
G1G01-4966-MONOMER,Inner_Membrane,PP_4653(),Inner_Membrane,s
G1G01-3578-MONOMER,Inner_Membrane,PP_3345(),Inner_Membrane,s
G1G01-4598-MONOMER,Membrane,PP_5748(),Membrane,s
G1G01-2548-MONOMER,Inner_Membrane,PP_2385(),Inner_Membrane,s
G1G01-289-MONOMER,Outer_Membrane,PP_0267(),Outer_Membrane,s
G1G01-3562-MONOMER,Outer_Membrane,PP_3330(),Outer_Membrane,s
G1G01-4237-MONOMER,Membrane,PP_3972(),Membrane,s
G1G01-4586-MONOMER,Inner_Membrane,PP_4309(),Inner_Membrane,s
G1G01-4936-MONOMER,Inner_Membrane,PP_4625(),Inner_Membrane,s
G1G01-3211-MONOMER,Inner_Membrane,PP_3025(),Inner_Membrane,s
G1G01-4222-MONOMER,Inner_Membrane,PP_3957(),Inner_Membrane,s
G1G01-2519-MONOMER,Inner_Membrane,PP_2356(),Inner_Membrane,s
G1G01-4571-MONOMER,Inner_Membrane,PP_4294(),Inner_Membrane,s
G1G01-2860-MONOMER,Periplasm,PP_2679(),Periplasm,s
G1G01-4921-MONOMER,Periplasm,PP_4612(),Periplasm,s
G1G01-5273-MONOMER,Inner_Membrane,PP_4930(),Inner_Membrane,s
G1G01-3532-MONOMER,Inner_Membrane,PP_3302(),Inner_Membrane,s
G1G01-5611-MONOMER,Membrane,PP_5254(),Membrane,s
G1G01-4906-MONOMER,Inner_Membrane,PP_4598(),Inner_Membrane,s
G1G01-1592-MONOMER,Membrane,PP_1501(),Membrane,s
G1G01-3854-MONOMER,Inner_Membrane,PP_3616(),Inner_Membrane,s
G1G01-214-MONOMER,Inner_Membrane,PP_0197(),Inner_Membrane,s
G1G01-1575-MONOMER,Inner_Membrane,PP_1483(),Inner_Membrane,s
G1G01-3500-MONOMER,Outer_Membrane,PP_3271(),Outer_Membrane,s
G1G01-384-MONOMER,Outer_Membrane,PP_0350(),Outer_Membrane,s
G1G01-1210-MONOMER,Inner_Membrane,PP_1132(),Inner_Membrane,s
G1G01-2471-MONOMER,Membrane,PP_2310(),Membrane,s
G1G01-4874-MONOMER,Inner_Membrane,PP_4566(),Inner_Membrane,s
G1G01-3149-MONOMER,Inner_Membrane,PP_2970(),Inner_Membrane,s
G1G01-5226-MONOMER,Membrane,PP_5717(),Membrane,s
G1G01-5562-MONOMER,Inner_Membrane,PP_5213(),Inner_Membrane,s
G1G01-2101-MONOMER,Inner_Membrane,PP_1976(),Inner_Membrane,s
G1G01-28-MONOMER,Inner_Membrane,PP_0027(),Inner_Membrane,s
G1G01-5207-MONOMER,Periplasm,PP_4867(),Periplasm,s
G1G01-688-MONOMER,Inner_Membrane,PP_0626(),Inner_Membrane,s
G1G01-4146-MONOMER,Inner_Membrane,PP_3884(),Inner_Membrane,s
G1G01-1185-MONOMER,Inner_Membrane,PP_1112(),Inner_Membrane,s
G1G01-5193-MONOMER,Inner_Membrane,PP_4853(),Inner_Membrane,s
G1G01-2071-MONOMER,Inner_Membrane,PP_1949(),Inner_Membrane,s
G1G01-448-MONOMER,Inner_Membrane,PP_0411(),Inner_Membrane,s
G1G01-117-MONOMER,Inner_Membrane,PP_0112(),Inner_Membrane,s
G1G01-4827-MONOMER,Inner_Membrane,PP_4524(),Inner_Membrane,s
G1G01-1517-MONOMER,Inner_Membrane,PP_1425(),Inner_Membrane,s
G1G01-5179-MONOMER,Inner_Membrane,PP_4839(),Inner_Membrane,s
G1G01-3443-MONOMER,Inner_Membrane,PP_3221(),Inner_Membrane,s
G1G01-3782-MONOMER,Inner_Membrane,PP_3545(),Inner_Membrane,s
G1G01-654-MONOMER,Membrane,PP_0598(),Membrane,s
G1G01-241-MONOMER,Inner_Membrane,PP_0219(),Inner_Membrane,s
G1G01-4812-MONOMER,Inner_Membrane,PP_4509(),Inner_Membrane,s
G1G01-1502-MONOMER,Inner_Membrane,PP_1411(),Inner_Membrane,s
G1G01-3090-MONOMER,Inner_Membrane,PP_2911(),Inner_Membrane,s
G1G01-5502-MONOMER,Periplasm,PP_5157(),Periplasm,s
G1G01-980-MONOMER,Inner_Membrane,PP_0906(),Inner_Membrane,s
G1G01-1140-MONOMER,Inner_Membrane,PP_1067(),Inner_Membrane,s
G1G01-620-MONOMER,Inner_Membrane,PP_0570(),Inner_Membrane,s
G1G01-4088-MONOMER,Inner_Membrane,PP_3830(),Inner_Membrane,s
G1G01-1126-MONOMER,Inner_Membrane,PP_1053(),Inner_Membrane,s
G1G01-1473-MONOMER,Outer_Membrane,PP_1383(),Outer_Membrane,s
G1G01-5135-MONOMER,Inner_Membrane,PP_4798(),Inner_Membrane,s
G1G01-3399-MONOMER,Membrane,PP_3179(),Membrane,s
G1G01-182-MONOMER,Inner_Membrane,PP_0167(),Inner_Membrane,s
G1G01-4073-MONOMER,Inner_Membrane,PP_3815(),Inner_Membrane,s
G1G01-1805-MONOMER,Periplasm,PP_1703(),Periplasm,s
G1G01-1999-MONOMER,Outer_Membrane,PP_1889(),Outer_Membrane,s
G1G01-4059-MONOMER,Inner_Membrane,PP_3801(),Inner_Membrane,s
G1G01-4404-MONOMER,Outer_Membrane,PP_4137(),Outer_Membrane,s
G1G01-1443-MONOMER,Inner_Membrane,PP_1355(),Inner_Membrane,s
G1G01-3031-MONOMER,Inner_Membrane,PP_2852(),Inner_Membrane,s
G1G01-5105-MONOMER,Inner_Membrane,PP_4770(),Inner_Membrane,s
G1G01-1787-MONOMER,Outer_Membrane,PP_1689(),Outer_Membrane,s
G1G01-198-MONOMER,Inner_Membrane,PP_0180(),Inner_Membrane,s
G1G01-5785-MONOMER,Inner_Membrane,PP_5419(),Inner_Membrane,s
G1G01-1428-MONOMER,Inner_Membrane,PP_1341(),Inner_Membrane,s
G1G01-3017-MONOMER,Inner_Membrane,PP_2837(),Inner_Membrane,s
G1G01-5428-MONOMER,Inner_Membrane,PP_5084(),Inner_Membrane,s
G1G01-3693-MONOMER,Periplasm,PP_3459(),Periplasm,s
G1G01-1069-MONOMER,Inner_Membrane,PP_0996(),Inner_Membrane,s
G1G01-1412-MONOMER,Inner_Membrane,PP_1325(),Inner_Membrane,s
G1G01-3340-MONOMER,Inner_Membrane,PP_3124(),Inner_Membrane,s
G1G01-1757-MONOMER,Periplasm,PP_1659(),Periplasm,s
G1G01-1949-MONOMER,Inner_Membrane,PP_1844(),Inner_Membrane,s
G1G01-2989-MONOMER,Inner_Membrane,PP_2809(),Inner_Membrane,s
G1G01-3663-MONOMER,Inner_Membrane,PP_3430(),Inner_Membrane,s
G1G01-574-MONOMER,Outer_Membrane,PP_0525(),Outer_Membrane,s
G1G01-879-MONOMER,Inner_Membrane,PP_0804(),Inner_Membrane,s
G1G01-1384-MONOMER,Periplasm,PP_1297(),Periplasm,s
G1G01-408-MONOMER,Inner_Membrane,PP_0373(),Inner_Membrane,s
G1G01-5724-MONOMER,Inner_Membrane,PP_5368(),Inner_Membrane,s
G1G01-864-MONOMER,Inner_Membrane,PP_0790(),Inner_Membrane,s
G1G01-4669-MONOMER,Periplasm,PP_4391(),Periplasm,s
G1G01-137-MONOMER,Inner_Membrane,PP_0131(),Inner_Membrane,s
G1G01-5370-MONOMER,Inner_Membrane,PP_5025(),Inner_Membrane,s
G1G01-1009-MONOMER,Inner_Membrane,PP_0935(),Inner_Membrane,s
G1G01-3280-MONOMER,Outer_Membrane,PP_3084(),Outer_Membrane,s
G1G01-3955-MONOMER,Membrane,PP_5623(),Membrane,s
G1G01-4296-MONOMER,Inner_Membrane,PP_4031(),Inner_Membrane,s
G1G01-3265-MONOMER,Periplasm,PP_3072(),Periplasm,s
G1G01-5340-MONOMER,Inner_Membrane,PP_4995(),Inner_Membrane,s
G1G01-3940-MONOMER,Membrane,PP_5621(),Membrane,s
G1G01-2227-MONOMER,Outer_Membrane,PP_2089(),Outer_Membrane,s
G1G01-4609-MONOMER,Membrane,PP_4331(),Membrane,s
G1G01-1307-MONOMER,Periplasm,PP_1222(),Periplasm,s
G1G01-4963-MONOMER,Inner_Membrane,PP_4650(),Inner_Membrane,s
G1G01-3575-MONOMER,Inner_Membrane,PP_3342(),Inner_Membrane,s
G1G01-790-MONOMER,Membrane,PP_0716(),Membrane,s
G1G01-2545-MONOMER,Inner_Membrane,PP_2382(),Inner_Membrane,s
G1G01-776-MONOMER,Inner_Membrane,PP_0702(),Inner_Membrane,s
G1G01-1275-MONOMER,Inner_Membrane,PP_1193(),Inner_Membrane,s
G1G01-2530-MONOMER,Inner_Membrane,PP_2367(),Inner_Membrane,s
G1G01-2872-MONOMER,Inner_Membrane,PP_2691(),Inner_Membrane,s
G1G01-5282-MONOMER,Membrane,PP_4939(),Membrane,s
G1G01-217-MONOMER,Inner_Membrane,PP_0200(),Inner_Membrane,s
G1G01-4569-MONOMER,Outer_Membrane,PP_4291(),Outer_Membrane,s
G1G01-4919-MONOMER,Membrane,PP_5699(),Membrane,s
G1G01-3194-MONOMER,Inner_Membrane,PP_3011(),Inner_Membrane,s
G1G01-5270-MONOMER,Inner_Membrane,PP_4927(),Inner_Membrane,s
G1G01-353-MONOMER,Inner_Membrane,PP_0320(),Inner_Membrane,s
G1G01-3869-MONOMER,Membrane,PP_3631(),Membrane,s
G1G01-4204-MONOMER,Outer_Membrane,PP_3939(),Outer_Membrane,s
G1G01-2843-MONOMER,Outer_Membrane,PP_2662(),Outer_Membrane,s
G1G01-5252-MONOMER,Inner_Membrane,PP_4910(),Inner_Membrane,s
G1G01-4188-MONOMER,Inner_Membrane,PP_3922(),Inner_Membrane,s
G1G01-1222-MONOMER,Inner_Membrane,PP_1144(),Inner_Membrane,s
G1G01-4534-MONOMER,Inner_Membrane,PP_4261(),Inner_Membrane,s
G1G01-3837-MONOMER,Inner_Membrane,PP_3600(),Inner_Membrane,s
G1G01-5268-MONOMER,Inner_Membrane,PP_4925(),Inner_Membrane,s
G1G01-2810-MONOMER,Inner_Membrane,PP_2628(),Inner_Membrane,s
G1G01-556-MONOMER,Inner_Membrane,PP_0507(),Inner_Membrane,s
