Complex,Complex_compartment,Protein,Protein_compartment,translocase_pathway
G1G01-3868-MONOMER,Outer_Membrane,PP_3630(),Outer_Membrane,s
G1G01-2153-MONOMER,Inner_Membrane,PP_2019(),Inner_Membrane,s
G1G01-4553-MONOMER,Inner_Membrane,PP_4275(),Inner_Membrane,s
G1G01-3179-MONOMER,Membrane,PP_2996(),Membrane,s
G1G01-5254-MONOMER,Inner_Membrane,PP_4912(),Inner_Membrane,s
G1G01-3850-MONOMER,Outer_Membrane,PP_3612(),Outer_Membrane,s
G1G01-2482-MONOMER,Outer_Membrane,PP_2322(),Outer_Membrane,s
G1G01-4533-MONOMER,Membrane,PP_4260(),Membrane,s
G1G01-2825-MONOMER,Inner_Membrane,PP_2645(),Inner_Membrane,s
G1G01-4886-MONOMER,Inner_Membrane,PP_4578(),Inner_Membrane,s
G1G01-3821-MONOMER,Membrane,PP_3584(),Membrane,s
G1G01-7-MONOMER,Inner_Membrane,PP_0007(),Inner_Membrane,s
G1G01-2452-MONOMER,Membrane,PP_5515(),Membrane,s
G1G01-5255-MONOMER,Inner_Membrane,PP_4913(),Inner_Membrane,s
G1G01-1542-MONOMER,Outer_Membrane,PP_1450(),Outer_Membrane,s
G1G01-3807-MONOMER,Outer_Membrane,PP_3570(),Outer_Membrane,s
G1G01-68-MONOMER,Inner_Membrane,PP_0065(),Inner_Membrane,s
G1G01-4142-MONOMER,Inner_Membrane,PP_3880(),Inner_Membrane,s
G1G01-2781-MONOMER,Membrane,PP_2599(),Membrane,s
G1G01-1181-MONOMER,Periplasm,PP_1108(),Periplasm,s
G1G01-484-MONOMER,Inner_Membrane,PP_0441(),Inner_Membrane,s
G1G01-3793-MONOMER,Inner_Membrane,PP_3556(),Inner_Membrane,s
G1G01-665-MONOMER,Membrane,PP_0608(),Membrane,s
G1G01-1166-MONOMER,Inner_Membrane,PP_1093(),Inner_Membrane,s
G1G01-1513-MONOMER,Inner_Membrane,PP_1421(),Inner_Membrane,s
G1G01-5175-MONOMER,Inner_Membrane,PP_4835(),Inner_Membrane,s
G1G01-344-MONOMER,Inner_Membrane,PP_0311(),Inner_Membrane,s
G1G01-5513-MONOMER,Inner_Membrane,PP_5168(),Inner_Membrane,s
G1G01-2406-MONOMER,Inner_Membrane,PP_2260(),Inner_Membrane,s
G1G01-4460-MONOMER,Inner_Membrane,PP_4192(),Inner_Membrane,s
G1G01-1151-MONOMER,Inner_Membrane,PP_1078(),Inner_Membrane,s
G1G01-4808-MONOMER,Inner_Membrane,PP_4505(),Inner_Membrane,s
G1G01-3424-MONOMER,Inner_Membrane,PP_3202(),Inner_Membrane,s
G1G01-1845-MONOMER,Inner_Membrane,PP_1744(),Inner_Membrane,s
G1G01-2736-MONOMER,Inner_Membrane,PP_2553(),Inner_Membrane,s
G1G01-3072-MONOMER,Outer_Membrane,PP_2892(),Outer_Membrane,s
G1G01-1830-MONOMER,Inner_Membrane,PP_1729(),Inner_Membrane,s
G1G01-962-MONOMER,Inner_Membrane,PP_0887(),Inner_Membrane,s
G1G01-1122-MONOMER,Inner_Membrane,PP_1049(),Inner_Membrane,s
G1G01-147-MONOMER,Membrane,PP_0140(),Membrane,s
G1G01-1816-MONOMER,Membrane,PP_1715(),Membrane,s
G1G01-2008-MONOMER,Inner_Membrane,PP_1897(),Inner_Membrane,s
G1G01-948-MONOMER,Periplasm,PP_0873(),Periplasm,s
G1G01-4415-MONOMER,Inner_Membrane,PP_4148(),Inner_Membrane,s
G1G01-3380-MONOMER,Periplasm,PP_3160(),Periplasm,s
G1G01-1798-MONOMER,Inner_Membrane,PP_1701(),Inner_Membrane,s
G1G01-5454-MONOMER,Inner_Membrane,PP_5110(),Inner_Membrane,s
G1G01-4055-MONOMER,Inner_Membrane,PP_3797(),Inner_Membrane,s
G1G01-2343-MONOMER,Inner_Membrane,PP_2202(),Inner_Membrane,s
G1G01-144-MONOMER,Inner_Membrane,PP_0137(),Inner_Membrane,s
G1G01-3366-MONOMER,Periplasm,PP_3147(),Periplasm,s
G1G01-1783-MONOMER,Inner_Membrane,PP_1685(),Inner_Membrane,s
G1G01-5781-MONOMER,Inner_Membrane,PP_5415(),Inner_Membrane,s
G1G01-4387-MONOMER,Inner_Membrane,PP_4120(),Inner_Membrane,s
G1G01-108-MONOMER,Inner_Membrane,PP_0104(),Inner_Membrane,s
G1G01-1424-MONOMER,Inner_Membrane,PP_1337(),Inner_Membrane,s
G1G01-5424-MONOMER,Outer_Membrane,PP_5080(),Outer_Membrane,s
G1G01-2312-MONOMER,Inner_Membrane,PP_2171(),Inner_Membrane,s
G1G01-4709-MONOMER,Periplasm,PP_4428(),Periplasm,s
G1G01-1409-MONOMER,Periplasm,PP_1322(),Periplasm,s
G1G01-5750-MONOMER,Inner_Membrane,PP_5390(),Inner_Membrane,s
G1G01-89-MONOMER,Inner_Membrane,PP_0085(),Inner_Membrane,s
G1G01-3321-MONOMER,Inner_Membrane,PP_3109(),Inner_Membrane,s
G1G01-1738-MONOMER,Inner_Membrane,PP_1640(),Inner_Membrane,s
G1G01-1930-MONOMER,Inner_Membrane,PP_1825(),Inner_Membrane,s
G1G01-4336-MONOMER,Inner_Membrane,PP_4071(),Inner_Membrane,s
G1G01-5720-MONOMER,Inner_Membrane,PP_5364(),Inner_Membrane,s
G1G01-3980-MONOMER,Inner_Membrane,PP_3727(),Inner_Membrane,s
G1G01-2613-MONOMER,Inner_Membrane,PP_2445(),Inner_Membrane,s
G1G01-1366-MONOMER,Inner_Membrane,PP_1279(),Inner_Membrane,s
G1G01-2955-MONOMER,Inner_Membrane,PP_2775(),Inner_Membrane,s
G1G01-5366-MONOMER,Inner_Membrane,PP_5021(),Inner_Membrane,s
G1G01-1900-MONOMER,Inner_Membrane,PP_1797(),Inner_Membrane,s
G1G01-4650-MONOMER,Inner_Membrane,PP_4372(),Inner_Membrane,s
G1G01-1351-MONOMER,Inner_Membrane,PP_1264(),Inner_Membrane,s
G1G01-2940-MONOMER,Inner_Membrane,PP_2759(),Inner_Membrane,s
G1G01-5007-MONOMER,Inner_Membrane,PP_4688(),Inner_Membrane,s
G1G01-830-MONOMER,Inner_Membrane,PP_0755(),Inner_Membrane,s
G1G01-2584-MONOMER,Outer_Membrane,PP_2420(),Outer_Membrane,s
G1G01-4636-MONOMER,Inner_Membrane,PP_4357(),Inner_Membrane,s
G1G01-4993-MONOMER,Inner_Membrane,PP_4675(),Inner_Membrane,s
G1G01-5678-MONOMER,Inner_Membrane,PP_5322(),Inner_Membrane,s
G1G01-2223-MONOMER,Inner_Membrane,PP_2085(),Inner_Membrane,s
G1G01-462-MONOMER,Inner_Membrane,PP_0426(),Inner_Membrane,s
G1G01-2571-MONOMER,Outer_Membrane,PP_2408(),Outer_Membrane,s
G1G01-5663-MONOMER,Inner_Membrane,PP_5306(),Inner_Membrane,s
G1G01-4605-MONOMER,Periplasm,PP_4327(),Periplasm,s
G1G01-2557-MONOMER,Membrane,PP_2394(),Membrane,s
G1G01-2898-MONOMER,Inner_Membrane,PP_2717(),Inner_Membrane,s
G1G01-3571-MONOMER,Inner_Membrane,PP_3338(),Inner_Membrane,s
G1G01-787-MONOMER,Inner_Membrane,PP_0713(),Inner_Membrane,s
G1G01-3908-MONOMER,Inner_Membrane,PP_3670(),Inner_Membrane,s
G1G01-2195-MONOMER,Inner_Membrane,PP_2057(),Inner_Membrane,s
G1G01-2883-MONOMER,Outer_Membrane,PP_2702(),Outer_Membrane,s
G1G01-3555-MONOMER,Outer_Membrane,PP_3325(),Outer_Membrane,s
G1G01-5634-MONOMER,Inner_Membrane,PP_5276(),Inner_Membrane,s
G1G01-3894-MONOMER,Outer_Membrane,PP_3656(),Outer_Membrane,s
G1G01-2180-MONOMER,Inner_Membrane,PP_2044(),Inner_Membrane,s
G1G01-3540-MONOMER,Inner_Membrane,PP_3310(),Inner_Membrane,s
G1G01-2166-MONOMER,Membrane,PP_2030(),Membrane,s
G1G01-4215-MONOMER,Inner_Membrane,PP_3950(),Inner_Membrane,s
G1G01-2511-MONOMER,Inner_Membrane,PP_2349(),Inner_Membrane,s
G1G01-4915-MONOMER,Periplasm,PP_4607(),Periplasm,s
G1G01-3526-MONOMER,Inner_Membrane,PP_3296(),Inner_Membrane,s
G1G01-744-MONOMER,Inner_Membrane,PP_0672(),Inner_Membrane,s
G1G01-4200-MONOMER,Inner_Membrane,PP_3933(),Inner_Membrane,s
G1G01-727-MONOMER,Membrane,PP_5454(),Membrane,s
G1G01-1219-MONOMER,Periplasm,PP_1141(),Periplasm,s
G1G01-248-MONOMER,Inner_Membrane,PP_0226(),Inner_Membrane,s
G1G01-4530-MONOMER,Membrane,PP_4257(),Membrane,s
G1G01-3159-MONOMER,Inner_Membrane,PP_2979(),Inner_Membrane,s
G1G01-5234-MONOMER,Membrane,PP_4892(),Membrane,s
G1G01-3833-MONOMER,Inner_Membrane,PP_3596(),Inner_Membrane,s
G1G01-4169-MONOMER,Membrane,PP_3905(),Membrane,s
G1G01-2465-MONOMER,Inner_Membrane,PP_2304(),Inner_Membrane,s
G1G01-4868-MONOMER,Inner_Membrane,PP_4560(),Inner_Membrane,s
G1G01-5215-MONOMER,Inner_Membrane,PP_4875(),Inner_Membrane,s
G1G01-5556-MONOMER,Inner_Membrane,PP_5208(),Inner_Membrane,s
G1G01-3819-MONOMER,Outer_Membrane,PP_3582(),Outer_Membrane,s
G1G01-696-MONOMER,Inner_Membrane,PP_0633(),Inner_Membrane,s
G1G01-2793-MONOMER,Inner_Membrane,PP_2611(),Inner_Membrane,s
G1G01-154-MONOMER,Inner_Membrane,PP_0147(),Inner_Membrane,s
G1G01-3466-MONOMER,Inner_Membrane,PP_3242(),Inner_Membrane,s
G1G01-208-MONOMER,Inner_Membrane,PP_0190(),Inner_Membrane,s
G1G01-2731-MONOMER,Inner_Membrane,PP_2548(),Inner_Membrane,s
G1G01-2779-MONOMER,Membrane,PP_2597(),Membrane,s
G1G01-4836-MONOMER,Inner_Membrane,PP_4533(),Inner_Membrane,s
G1G01-3112-MONOMER,Inner_Membrane,PP_2934(),Inner_Membrane,s
G1G01-3451-MONOMER,Periplasm,PP_3229(),Periplasm,s
G1G01-5525-MONOMER,Periplasm,PP_5180(),Periplasm,s
G1G01-1510-MONOMER,Periplasm,PP_1418(),Periplasm,s
G1G01-3436-MONOMER,Outer_Membrane,PP_3214(),Outer_Membrane,s
G1G01-5510-MONOMER,Membrane,PP_5165(),Membrane,s
G1G01-989-MONOMER,Periplasm,PP_0915(),Periplasm,s
G1G01-2403-MONOMER,Inner_Membrane,PP_2257(),Inner_Membrane,s
G1G01-4458-MONOMER,Inner_Membrane,PP_4190(),Inner_Membrane,s
G1G01-1149-MONOMER,Inner_Membrane,PP_1076(),Inner_Membrane,s
G1G01-3421-MONOMER,Outer_Membrane,PP_3200(),Outer_Membrane,s
G1G01-1842-MONOMER,Inner_Membrane,PP_1741(),Inner_Membrane,s
G1G01-5497-MONOMER,Inner_Membrane,PP_5152(),Inner_Membrane,s
G1G01-3760-MONOMER,Inner_Membrane,PP_3524(),Inner_Membrane,s
G1G01-974-MONOMER,Inner_Membrane,PP_0900(),Inner_Membrane,s
G1G01-239-MONOMER,Inner_Membrane,PP_0217(),Inner_Membrane,s
G1G01-307-MONOMER,Inner_Membrane,PP_0280(),Inner_Membrane,s
G1G01-5143-MONOMER,Inner_Membrane,PP_4806(),Inner_Membrane,s
G1G01-5482-MONOMER,Inner_Membrane,PP_5137(),Inner_Membrane,s
G1G01-2020-MONOMER,Inner_Membrane,PP_1908(),Inner_Membrane,s
G1G01-614-MONOMER,Membrane,PP_0564(),Membrane,s
G1G01-4081-MONOMER,Periplasm,PP_3823(),Periplasm,s
G1G01-2370-MONOMER,Inner_Membrane,PP_2230(),Inner_Membrane,s
G1G01-4427-MONOMER,Inner_Membrane,PP_4161(),Inner_Membrane,s
G1G01-112-MONOMER,Inner_Membrane,PP_0107(),Inner_Membrane,s
G1G01-5129-MONOMER,Inner_Membrane,PP_4792(),Inner_Membrane,s
G1G01-2005-MONOMER,Inner_Membrane,PP_1895(),Inner_Membrane,s
G1G01-60-MONOMER,Inner_Membrane,PP_0057(),Inner_Membrane,s
G1G01-945-MONOMER,Inner_Membrane,PP_0870(),Inner_Membrane,s
G1G01-4412-MONOMER,Outer_Membrane,PP_4145(),Outer_Membrane,s
G1G01-3040-MONOMER,Inner_Membrane,PP_2861(),Inner_Membrane,s
G1G01-5114-MONOMER,Inner_Membrane,PP_4777(),Inner_Membrane,s
G1G01-1795-MONOMER,Inner_Membrane,PP_1698(),Inner_Membrane,s
G1G01-5451-MONOMER,Inner_Membrane,PP_5107(),Inner_Membrane,s
G1G01-3716-MONOMER,Membrane,PP_3481(),Membrane,s
G1G01-930-MONOMER,Membrane,PP_0855(),Membrane,s
G1G01-1091-MONOMER,Inner_Membrane,PP_1018(),Inner_Membrane,s
G1G01-51-MONOMER,Inner_Membrane,PP_0049(),Inner_Membrane,s
G1G01-5779-MONOMER,Inner_Membrane,PP_5413(),Inner_Membrane,s
G1G01-1077-MONOMER,Inner_Membrane,PP_1004(),Inner_Membrane,s
G1G01-1421-MONOMER,Inner_Membrane,PP_1334(),Inner_Membrane,s
G1G01-3010-MONOMER,Inner_Membrane,PP_2830(),Inner_Membrane,s
G1G01-5085-MONOMER,Inner_Membrane,PP_4751(),Inner_Membrane,s
G1G01-3349-MONOMER,Inner_Membrane,PP_3131(),Inner_Membrane,s
G1G01-1765-MONOMER,Inner_Membrane,PP_1667(),Inner_Membrane,s
G1G01-3687-MONOMER,Inner_Membrane,PP_3453(),Inner_Membrane,s
G1G01-900-MONOMER,Inner_Membrane,PP_0826(),Inner_Membrane,s
G1G01-4706-MONOMER,Inner_Membrane,PP_4425(),Inner_Membrane,s
G1G01-1406-MONOMER,Membrane,PP_1319(),Membrane,s
G1G01-2997-MONOMER,Inner_Membrane,PP_2817(),Inner_Membrane,s
G1G01-1750-MONOMER,Inner_Membrane,PP_1652(),Inner_Membrane,s
G1G01-3671-MONOMER,Inner_Membrane,PP_3438(),Inner_Membrane,s
G1G01-1942-MONOMER,Inner_Membrane,PP_1837(),Inner_Membrane,s
G1G01-887-MONOMER,Inner_Membrane,PP_0814(),Inner_Membrane,s
G1G01-2296-MONOMER,Inner_Membrane,PP_2155(),Inner_Membrane,s
G1G01-4692-MONOMER,Inner_Membrane,PP_4413(),Inner_Membrane,s
G1G01-2982-MONOMER,Inner_Membrane,PP_2802(),Inner_Membrane,s
G1G01-3657-MONOMER,Inner_Membrane,PP_3424(),Inner_Membrane,s
G1G01-872-MONOMER,Membrane,PP_0798(),Membrane,s
G1G01-2967-MONOMER,Inner_Membrane,PP_2787(),Inner_Membrane,s
G1G01-2610-MONOMER,Inner_Membrane,PP_2443(),Inner_Membrane,s
G1G01-4662-MONOMER,Outer_Membrane,PP_4384(),Outer_Membrane,s
G1G01-3289-MONOMER,Membrane,PP_3092(),Membrane,s
G1G01-5363-MONOMER,Inner_Membrane,PP_5018(),Inner_Membrane,s
G1G01-2251-MONOMER,Inner_Membrane,PP_2111(),Inner_Membrane,s
G1G01-1002-MONOMER,Inner_Membrane,PP_0928(),Inner_Membrane,s
G1G01-4648-MONOMER,Periplasm,PP_4370(),Periplasm,s
G1G01-2938-MONOMER,Periplasm,PP_2757(),Periplasm,s
G1G01-569-MONOMER,Inner_Membrane,PP_0520(),Inner_Membrane,s
G1G01-2237-MONOMER,Membrane,PP_2097(),Membrane,s
G1G01-4633-MONOMER,Inner_Membrane,PP_4354(),Inner_Membrane,s
G1G01-1670-MONOMER,Inner_Membrane,PP_1576(),Inner_Membrane,s
G1G01-5334-MONOMER,Outer_Membrane,PP_4989(),Outer_Membrane,s
G1G01-5675-MONOMER,Periplasm,PP_5319(),Periplasm,s
G1G01-1316-MONOMER,Inner_Membrane,PP_1230(),Inner_Membrane,s
G1G01-4971-MONOMER,Inner_Membrane,PP_4658(),Inner_Membrane,s
G1G01-2206-MONOMER,Inner_Membrane,PP_2068(),Inner_Membrane,s
G1G01-4602-MONOMER,Inner_Membrane,PP_4324(),Inner_Membrane,s
G1G01-2895-MONOMER,Inner_Membrane,PP_2714(),Inner_Membrane,s
G1G01-3569-MONOMER,Inner_Membrane,PP_3336(),Inner_Membrane,s
G1G01-3891-MONOMER,Inner_Membrane,PP_3653(),Inner_Membrane,s
G1G01-2178-MONOMER,Outer_Membrane,PP_2042(),Outer_Membrane,s
G1G01-1269-MONOMER,Inner_Membrane,PP_1187(),Inner_Membrane,s
G1G01-2524-MONOMER,Periplasm,PP_2361(),Periplasm,s
G1G01-1611-MONOMER,Inner_Membrane,PP_1520(),Inner_Membrane,s
G1G01-5279-MONOMER,Inner_Membrane,PP_4936(),Inner_Membrane,s
G1G01-754-MONOMER,Inner_Membrane,PP_0682(),Inner_Membrane,s
