,value
PP_1192,MONOMER
PP_1193,MONOMER
PP_1194,MONOMER
PP_1195,MONOMER
PP_1196,MONOMER
PP_1197,MONOMER
PP_1198,MONOMER
PP_1199,MONOMER
PP_1200,MONOMER
PP_1201,MONOMER
PP_1202,MONOMER
PP_1203,MONOMER
PP_1204,MONOMER
PP_1205,MONOMER
PP_1206,MONOMER
PP_1207,MONOMER
PP_1208,MONOMER
PP_1209,MONOMER
PP_1210,MONOMER
PP_1211,MONOMER
PP_1212,MONOMER
PP_1213,MONOMER
PP_1214,MONOMER
PP_1215,MONOMER
PP_1216,MONOMER
PP_1217,MONOMER
PP_1218,MONOMER
PP_1219,MONOMER
PP_1220,MONOMER
PP_1221,MONOMER
PP_1222,MONOMER
PP_1223,MONOMER
PP_1224,MONOMER
PP_1225,MONOMER
PP_1226,MONOMER
PP_1227,MONOMER
PP_1228,MONOMER
PP_1229,MONOMER
PP_1230,MONOMER
PP_1231,MONOMER
PP_1232,MONOMER
PP_1233,MONOMER
PP_1234,MONOMER
PP_1235,MONOMER
PP_1236,MONOMER
PP_1237,MONOMER
PP_1238,MONOMER
PP_1239,MONOMER
PP_1240,MONOMER
PP_1241,MONOMER
PP_1242,MONOMER
PP_1244,MONOMER
PP_1245,MONOMER
PP_1246,MONOMER
PP_1248,MONOMER
PP_1249,MONOMER
PP_1250,MONOMER
PP_1251,MONOMER
PP_1252,MONOMER
PP_1253,MONOMER
PP_1254,MONOMER
PP_1255,MONOMER
PP_1256,MONOMER
PP_1257,MONOMER
PP_1258,MONOMER
PP_1259,MONOMER
PP_1260,MONOMER
PP_1261,MONOMER
PP_1262,MONOMER
PP_1263,MONOMER
PP_1264,MONOMER
PP_1265,MONOMER
PP_1266,MONOMER
PP_1267,MONOMER
PP_1268,MONOMER
PP_1269,MONOMER
PP_1270,MONOMER
PP_1271,MONOMER
PP_1272,MONOMER
PP_1273,MONOMER
PP_1274,MONOMER
PP_1275,MONOMER
PP_1276,MONOMER
PP_1277,MONOMER
PP_1278,MONOMER
PP_1279,MONOMER
PP_1280,MONOMER
PP_1281,MONOMER
PP_1282,MONOMER
PP_1283,MONOMER
PP_1284,MONOMER
PP_1285,MONOMER
PP_1286,MONOMER
PP_1287,MONOMER
PP_1288,MONOMER
PP_1289,MONOMER
PP_1290,MONOMER
PP_1291,MONOMER
PP_1292,MONOMER
PP_1293,MONOMER
PP_1294,MONOMER
PP_1295,MONOMER
PP_1296,MONOMER
PP_1297,MONOMER
PP_1298,MONOMER
PP_1299,MONOMER
PP_1300,MONOMER
PP_1301,MONOMER
PP_1302,MONOMER
PP_1303,MONOMER
PP_1304,MONOMER
PP_1305,MONOMER
PP_1306,MONOMER
PP_1307,MONOMER
PP_1308,MONOMER
PP_1309,MONOMER
PP_1310,MONOMER
PP_1311,MONOMER
PP_1312,MONOMER
PP_1313,MONOMER
PP_1314,MONOMER
PP_1315,MONOMER
PP_1316,MONOMER
PP_1317,MONOMER
PP_1318,MONOMER
PP_1319,MONOMER
PP_1320,MONOMER
PP_1321,MONOMER
PP_1322,MONOMER
PP_1323,MONOMER
PP_1324,MONOMER
PP_1325,MONOMER
PP_1326,MONOMER
PP_1328,MONOMER
PP_1329,MONOMER
PP_1330,MONOMER
PP_1331,MONOMER
PP_1332,MONOMER
PP_1333,MONOMER
PP_1334,MONOMER
PP_1335,MONOMER
PP_1336,MONOMER
PP_1337,MONOMER
PP_1338,MONOMER
PP_1339,MONOMER
PP_1340,MONOMER
PP_1341,MONOMER
PP_1342,MONOMER
PP_1343,MONOMER
PP_1344,MONOMER
PP_1345,MONOMER
PP_1346,MONOMER
PP_1347,MONOMER
PP_1348,MONOMER
PP_1349,MONOMER
PP_1350,MONOMER
PP_1351,MONOMER
PP_1352,MONOMER
PP_1353,MONOMER
PP_1354,MONOMER
PP_1355,MONOMER
PP_1356,MONOMER
PP_1357,MONOMER
PP_1358,MONOMER
PP_1359,MONOMER
PP_1360,MONOMER
PP_1361,MONOMER
PP_1362,MONOMER
PP_1363,MONOMER
PP_1364,MONOMER
PP_1365,MONOMER
PP_1366,MONOMER
PP_1367,MONOMER
PP_1368,MONOMER
PP_1369,MONOMER
PP_1370,MONOMER
PP_1371,MONOMER
PP_1372,MONOMER
PP_1373,MONOMER
PP_1374,MONOMER
PP_1375,MONOMER
PP_1376,MONOMER
PP_1377,MONOMER
PP_1378,MONOMER
PP_1379,MONOMER
PP_1380,MONOMER
PP_1381,MONOMER
PP_1382,MONOMER
PP_1383,MONOMER
PP_1384,MONOMER
PP_1385,MONOMER
PP_1386,MONOMER
PP_1387,MONOMER
PP_1388,MONOMER
PP_1389,MONOMER
PP_1390,MONOMER
PP_1391,MONOMER
PP_1392,MONOMER
PP_1393,MONOMER
PP_1394,MONOMER
PP_1395,MONOMER
PP_1396,MONOMER
PP_1397,MONOMER
PP_1398,MONOMER
PP_1399,MONOMER
PP_1400,MONOMER
PP_1401,MONOMER
PP_1402,MONOMER
PP_1403,MONOMER
PP_1404,MONOMER
PP_1406,MONOMER
PP_1407,MONOMER
PP_1408,MONOMER
PP_1409,MONOMER
PP_1410,MONOMER
PP_1411,MONOMER
PP_1412,MONOMER
PP_1413,MONOMER
PP_1414,MONOMER
PP_1415,MONOMER
PP_1416,MONOMER
PP_1417,MONOMER
PP_1418,MONOMER
PP_1419,MONOMER
PP_1420,MONOMER
PP_1421,MONOMER
PP_1422,MONOMER
PP_1423,MONOMER
PP_1424,MONOMER
PP_1425,MONOMER
PP_1426,MONOMER
PP_1427,MONOMER
PP_1428,MONOMER
PP_1429,MONOMER
PP_1430,MONOMER
PP_1431,MONOMER
PP_1432,MONOMER
PP_1433,MONOMER
PP_1434,MONOMER
PP_1435,MONOMER
PP_1436,MONOMER
PP_1437,MONOMER
PP_1438,MONOMER
PP_1439,MONOMER
PP_1440,MONOMER
PP_1441,MONOMER
PP_1442,MONOMER
PP_1443,MONOMER
PP_1444,MONOMER
PP_1445,MONOMER
PP_1446,MONOMER
PP_1447,MONOMER
PP_1448,MONOMER
PP_1449,MONOMER
PP_1450,MONOMER
PP_1451,MONOMER
PP_1452,MONOMER
PP_1453,MONOMER
PP_1454,MONOMER
PP_1455,MONOMER
PP_1456,MONOMER
PP_1457,MONOMER
PP_1458,MONOMER
PP_1459,MONOMER
PP_1460,MONOMER
PP_1461,MONOMER
PP_1462,MONOMER
PP_1463,MONOMER
PP_1464,MONOMER
PP_1465,MONOMER
PP_1466,MONOMER
PP_1467,MONOMER
PP_1468,MONOMER
PP_1469,MONOMER
PP_1470,MONOMER
PP_1471,MONOMER
PP_1473,MONOMER
PP_1474,MONOMER
PP_1475,MONOMER
PP_1476,MONOMER
PP_1477,MONOMER
PP_1478,MONOMER
PP_1479,MONOMER
PP_1480,MONOMER
PP_1481,MONOMER
PP_1482,MONOMER
PP_1483,MONOMER
PP_1484,MONOMER
PP_1486,MONOMER
PP_1487,MONOMER
PP_1488,MONOMER
PP_1489,MONOMER
PP_1490,MONOMER
PP_1491,MONOMER
PP_1492,MONOMER
PP_1493,MONOMER
PP_1494,MONOMER
PP_1495,MONOMER
PP_1496,MONOMER
PP_1497,MONOMER
PP_1498,MONOMER
PP_1499,MONOMER
PP_1500,MONOMER
PP_1501,MONOMER
PP_1502,MONOMER
PP_1503,MONOMER
PP_1504,MONOMER
PP_1505,MONOMER
PP_1506,MONOMER
PP_1507,MONOMER
PP_1508,MONOMER
PP_1509,MONOMER
PP_1510,MONOMER
PP_1511,MONOMER
PP_1512,MONOMER
PP_1513,MONOMER
PP_1514,MONOMER
PP_1515,MONOMER
PP_1516,MONOMER
PP_1517,MONOMER
PP_1518,MONOMER
PP_1519,MONOMER
PP_1520,MONOMER
PP_1521,MONOMER
PP_1522,MONOMER
PP_1523,MONOMER
PP_1524,MONOMER
PP_1525,MONOMER
PP_1526,MONOMER
PP_1527,MONOMER
PP_1528,MONOMER
PP_1529,MONOMER
PP_1530,MONOMER
PP_1531,MONOMER
PP_1532,MONOMER
PP_1533,MONOMER
PP_1534,MONOMER
PP_1535,MONOMER
PP_1536,MONOMER
PP_1537,MONOMER
PP_1538,MONOMER
PP_1539,MONOMER
PP_1540,MONOMER
PP_1541,MONOMER
PP_1542,MONOMER
PP_1543,MONOMER
PP_1544,MONOMER
PP_1545,MONOMER
PP_1546,MONOMER
PP_1548,MONOMER
PP_1549,MONOMER
PP_1550,MONOMER
PP_1551,MONOMER
PP_1552,MONOMER
PP_1553,MONOMER
PP_1554,MONOMER
PP_1555,MONOMER
PP_1556,MONOMER
PP_1557,MONOMER
PP_1558,MONOMER
PP_1559,MONOMER
PP_1560,MONOMER
PP_1561,MONOMER
PP_1562,MONOMER
PP_1563,MONOMER
PP_1564,MONOMER
PP_1565,MONOMER
PP_1566,MONOMER
PP_1567,MONOMER
PP_1568,MONOMER
PP_1569,MONOMER
PP_1570,MONOMER
PP_1571,MONOMER
PP_1572,MONOMER
PP_1573,MONOMER
PP_1574,MONOMER
PP_1575,MONOMER
PP_1576,MONOMER
PP_1577,MONOMER
PP_1578,MONOMER
PP_1579,MONOMER
PP_1580,MONOMER
PP_1581,MONOMER
PP_1582,MONOMER
PP_1583,MONOMER
PP_1584,MONOMER
PP_1585,MONOMER
PP_1586,MONOMER
PP_1587,MONOMER
PP_1588,MONOMER
PP_1589,MONOMER
PP_1590,MONOMER
PP_1591,MONOMER
PP_1592,MONOMER
PP_1593,MONOMER
PP_1594,MONOMER
PP_1595,MONOMER
PP_1596,MONOMER
PP_1597,MONOMER
PP_1598,MONOMER
PP_1599,MONOMER
PP_1600,MONOMER
PP_1601,MONOMER
PP_1602,MONOMER
PP_1603,MONOMER
PP_1604,MONOMER
PP_1605,MONOMER
PP_1606,MONOMER
PP_1607,MONOMER
PP_1608,MONOMER
PP_1609,MONOMER
PP_1610,MONOMER
PP_1611,MONOMER
PP_1612,MONOMER
PP_1613,MONOMER
PP_1614,MONOMER
PP_1615,MONOMER
PP_1616,MONOMER
PP_1617,MONOMER
PP_1618,MONOMER
PP_1619,MONOMER
PP_1620,MONOMER
PP_1621,MONOMER
PP_1622,MONOMER
PP_1623,MONOMER
PP_1624,MONOMER
PP_1625,MONOMER
PP_1626,MONOMER
PP_1627,MONOMER
PP_1628,MONOMER
PP_1629,MONOMER
PP_1630,MONOMER
PP_1631,MONOMER
PP_1632,MONOMER
PP_1633,MONOMER
PP_1634,MONOMER
PP_1635,MONOMER
PP_1636,MONOMER
PP_1637,MONOMER
PP_1638,MONOMER
PP_1639,MONOMER
PP_1640,MONOMER
PP_1641,MONOMER
PP_1642,MONOMER
PP_1643,MONOMER
PP_1644,MONOMER
PP_1645,MONOMER
PP_1646,MONOMER
PP_1647,MONOMER
PP_1648,MONOMER
PP_1649,MONOMER
PP_1650,MONOMER
PP_1651,MONOMER
PP_1652,MONOMER
PP_1653,MONOMER
PP_1654,MONOMER
PP_1655,MONOMER
PP_1656,MONOMER
PP_1657,MONOMER
PP_1658,MONOMER
PP_1659,MONOMER
PP_1660,MONOMER
PP_1661,MONOMER
PP_1662,MONOMER
PP_1663,MONOMER
PP_1664,MONOMER
PP_1665,MONOMER
PP_1666,MONOMER
PP_1667,MONOMER
PP_1668,MONOMER
PP_1669,MONOMER
PP_1670,MONOMER
PP_1672,MONOMER
PP_1673,MONOMER
PP_1674,MONOMER
PP_1675,MONOMER
PP_1676,MONOMER
PP_1677,MONOMER
PP_1678,MONOMER
PP_1679,MONOMER
PP_1680,MONOMER
PP_1681,MONOMER
PP_1682,MONOMER
PP_1683,MONOMER
PP_1684,MONOMER
PP_1685,MONOMER
PP_1686,MONOMER
PP_1687,MONOMER
PP_1688,MONOMER
PP_1689,MONOMER
PP_1690,MONOMER
PP_1691,MONOMER
PP_1692,MONOMER
PP_1694,MONOMER
PP_1695,MONOMER
PP_1696,MONOMER
PP_1697,MONOMER
PP_1698,MONOMER
PP_1699,MONOMER
PP_16SA,rRNA
PP_16SB,rRNA
PP_16SC,rRNA
PP_16SD,rRNA
PP_16SE,rRNA
PP_16SF,rRNA
PP_16SG,rRNA
PP_1700,MONOMER
PP_1701,MONOMER
PP_1702,MONOMER
PP_1703,MONOMER
PP_1705,MONOMER
PP_1706,MONOMER
PP_1707,MONOMER
PP_1708,MONOMER
PP_1709,MONOMER
PP_1710,MONOMER
PP_1711,MONOMER
PP_1712,MONOMER
PP_1713,MONOMER
PP_1714,MONOMER
PP_1715,MONOMER
PP_1716,MONOMER
PP_1717,MONOMER
PP_1718,MONOMER
PP_1719,MONOMER
PP_1720,MONOMER
PP_1721,MONOMER
PP_1722,MONOMER
PP_1723,MONOMER
PP_1724,MONOMER
PP_1725,MONOMER
PP_1726,MONOMER
PP_1727,MONOMER
PP_1728,MONOMER
PP_1729,MONOMER
PP_1730,MONOMER
PP_1731,MONOMER
PP_1732,MONOMER
PP_1733,MONOMER
PP_1734,MONOMER
PP_1735,MONOMER
PP_1736,MONOMER
PP_1737,MONOMER
PP_1738,MONOMER
PP_1739,MONOMER
PP_1740,MONOMER
PP_1741,MONOMER
PP_1742,MONOMER
PP_1743,MONOMER
PP_1744,MONOMER
PP_1745,MONOMER
PP_1746,MONOMER
PP_1747,MONOMER
PP_1748,MONOMER
PP_1749,MONOMER
PP_1750,MONOMER
PP_1751,MONOMER
PP_1752,MONOMER
PP_1753,MONOMER
PP_1754,MONOMER
PP_1755,MONOMER
PP_1756,MONOMER
PP_1757,MONOMER
PP_1758,MONOMER
PP_1759,MONOMER
PP_1760,MONOMER
PP_1761,MONOMER
PP_1762,MONOMER
PP_1763,MONOMER
PP_1764,MONOMER
PP_1765,MONOMER
PP_1766,MONOMER
PP_1767,MONOMER
PP_1768,MONOMER
PP_1769,MONOMER
PP_1770,MONOMER
PP_1771,MONOMER
PP_1772,MONOMER
PP_1773,MONOMER
PP_1774,MONOMER
PP_1775,MONOMER
PP_1776,MONOMER
PP_1777,MONOMER
PP_1778,MONOMER
PP_1779,MONOMER
PP_1780,MONOMER
PP_1781,MONOMER
PP_1782,MONOMER
PP_1783,MONOMER
PP_1784,MONOMER
PP_1785,MONOMER
PP_1786,MONOMER
PP_1787,MONOMER
PP_1788,MONOMER
PP_1789,MONOMER
PP_1790,MONOMER
PP_1791,MONOMER
PP_1792,MONOMER
PP_1793,MONOMER
PP_1794,MONOMER
PP_1795,MONOMER
PP_1797,MONOMER
PP_1798,MONOMER
PP_1799,MONOMER
PP_1800,MONOMER
PP_1801,MONOMER
PP_1802,MONOMER
PP_1803,MONOMER
PP_1804,MONOMER
PP_1805,MONOMER
PP_1806,MONOMER
PP_1807,MONOMER
PP_1808,MONOMER
PP_1810,MONOMER
PP_1811,MONOMER
PP_1812,MONOMER
PP_1813,MONOMER
PP_1814,MONOMER
PP_1815,MONOMER
PP_1816,MONOMER
PP_1817,MONOMER
PP_1818,MONOMER
PP_1819,MONOMER
PP_1820,MONOMER
PP_1821,MONOMER
PP_1822,MONOMER
PP_1823,MONOMER
PP_1824,MONOMER
PP_1825,MONOMER
PP_1826,MONOMER
PP_1827,MONOMER
PP_1828,MONOMER
PP_1829,MONOMER
PP_1830,MONOMER
PP_1831,MONOMER
PP_1832,MONOMER
PP_1833,MONOMER
PP_1834,MONOMER
PP_1835,MONOMER
PP_1836,MONOMER
PP_1837,MONOMER
PP_1838,MONOMER
PP_1839,MONOMER
PP_1840,MONOMER
PP_1841,MONOMER
PP_1842,MONOMER
PP_1843,MONOMER
PP_1844,MONOMER
PP_1845,MONOMER
PP_1846,MONOMER
PP_1847,MONOMER
PP_1849,MONOMER
PP_1850,MONOMER
PP_1852,MONOMER
PP_1853,MONOMER
PP_1854,MONOMER
PP_1855,MONOMER
PP_1857,MONOMER
PP_1858,MONOMER
PP_1859,MONOMER
PP_1860,MONOMER
PP_1861,MONOMER
PP_1862,MONOMER
PP_1863,MONOMER
PP_1864,MONOMER
PP_1865,MONOMER
PP_1866,MONOMER
PP_1867,MONOMER
PP_1868,MONOMER
PP_1869,MONOMER
PP_1870,MONOMER
PP_1871,MONOMER
PP_1872,MONOMER
PP_1873,MONOMER
PP_1874,MONOMER
PP_1875,MONOMER
PP_1876,MONOMER
PP_1877,MONOMER
PP_1878,MONOMER
PP_1879,MONOMER
PP_1880,MONOMER
PP_1881,MONOMER
PP_1882,MONOMER
PP_1883,MONOMER
PP_1884,MONOMER
PP_1885,MONOMER
PP_1886,MONOMER
PP_1887,MONOMER
PP_1888,MONOMER
PP_1889,MONOMER
PP_1890,MONOMER
PP_1891,MONOMER
PP_1892,MONOMER
PP_1893,MONOMER
PP_1894,MONOMER
PP_1895,MONOMER
PP_1896,MONOMER
PP_1897,MONOMER
PP_1898,MONOMER
PP_1899,MONOMER
PP_1900,MONOMER
PP_1901,MONOMER
PP_1902,MONOMER
PP_1903,MONOMER
PP_1904,MONOMER
PP_1905,MONOMER
PP_1906,MONOMER
PP_1907,MONOMER
PP_1908,MONOMER
PP_1909,MONOMER
PP_1910,MONOMER
PP_1911,MONOMER
PP_1912,MONOMER
PP_1913,MONOMER
PP_1914,MONOMER
PP_1915,MONOMER
PP_1916,MONOMER
PP_1917,MONOMER
PP_1918,MONOMER
PP_1920,MONOMER
PP_1921,MONOMER
PP_1922,MONOMER
PP_1923,MONOMER
PP_1924,MONOMER
PP_1925,MONOMER
PP_1926,MONOMER
PP_1927,MONOMER
PP_1928,MONOMER
PP_1929,MONOMER
PP_1930,MONOMER
PP_1931,MONOMER
PP_1932,MONOMER
PP_1934,MONOMER
PP_1935,MONOMER
PP_1936,MONOMER
PP_1937,MONOMER
PP_1938,MONOMER
PP_1939,MONOMER
PP_1940,MONOMER
PP_1941,MONOMER
PP_1942,MONOMER
PP_1943,MONOMER
PP_1944,MONOMER
PP_1945,MONOMER
PP_1946,MONOMER
PP_1947,MONOMER
PP_1948,MONOMER
PP_1949,MONOMER
PP_1950,MONOMER
PP_1951,MONOMER
PP_1952,MONOMER
PP_1953,MONOMER
PP_1954,MONOMER
PP_1955,MONOMER
PP_1956,MONOMER
PP_1957,MONOMER
PP_1958,MONOMER
PP_1959,MONOMER
PP_1960,MONOMER
PP_1961,MONOMER
PP_1962,MONOMER
PP_1963,MONOMER
PP_1964,MONOMER
PP_1966,MONOMER
PP_1967,MONOMER
PP_1968,MONOMER
PP_1969,MONOMER
PP_1970,MONOMER
PP_1971,MONOMER
PP_1972,MONOMER
PP_1974,MONOMER
PP_1975,MONOMER
PP_1976,MONOMER
PP_1977,MONOMER
PP_1978,MONOMER
PP_1979,MONOMER
PP_1980,MONOMER
PP_1981,MONOMER
PP_1982,MONOMER
PP_1983,MONOMER
PP_1984,MONOMER
PP_1985,MONOMER
PP_1986,MONOMER
PP_1987,MONOMER
PP_1988,MONOMER
PP_1989,MONOMER
PP_1990,MONOMER
PP_1992,MONOMER
PP_1993,MONOMER
PP_1994,MONOMER
PP_1995,MONOMER
PP_1996,MONOMER
PP_1997,MONOMER
PP_1998,MONOMER
PP_1999,MONOMER
PP_2000,MONOMER
PP_2001,MONOMER
PP_2002,MONOMER
PP_2003,MONOMER
PP_2004,MONOMER
PP_2005,MONOMER
PP_2006,MONOMER
PP_2007,MONOMER
PP_2008,MONOMER
PP_2009,MONOMER
PP_2010,MONOMER
PP_2011,MONOMER
PP_2012,MONOMER
PP_2013,MONOMER
PP_2014,MONOMER
PP_2015,MONOMER
PP_2016,MONOMER
PP_2017,MONOMER
PP_2018,MONOMER
PP_2019,MONOMER
PP_2020,MONOMER
PP_2021,MONOMER
PP_2023,MONOMER
PP_2024,MONOMER
PP_2025,MONOMER
PP_2026,MONOMER
PP_2027,MONOMER
PP_2028,MONOMER
PP_2029,MONOMER
PP_2030,MONOMER
PP_2031,MONOMER
PP_2032,MONOMER
PP_2033,MONOMER
PP_2034,MONOMER
PP_2035,MONOMER
PP_2036,MONOMER
PP_2037,MONOMER
PP_2038,MONOMER
PP_2039,MONOMER
PP_2040,MONOMER
PP_2041,MONOMER
PP_2042,MONOMER
PP_2043,MONOMER
PP_2044,MONOMER
PP_2045,MONOMER
PP_2046,MONOMER
PP_2047,MONOMER
PP_2048,MONOMER
PP_2049,MONOMER
PP_2050,MONOMER
PP_2051,MONOMER
PP_2052,MONOMER
PP_2053,MONOMER
PP_2054,MONOMER
PP_2055,MONOMER
PP_2056,MONOMER
PP_2057,MONOMER
PP_2058,MONOMER
PP_2059,MONOMER
PP_2060,MONOMER
PP_2061,MONOMER
PP_2062,MONOMER
PP_2064,MONOMER
PP_2065,MONOMER
PP_2066,MONOMER
PP_2067,MONOMER
PP_2068,MONOMER
PP_2069,MONOMER
PP_2070,MONOMER
PP_2071,MONOMER
PP_2072,MONOMER
PP_2073,MONOMER
PP_2074,MONOMER
PP_2075,MONOMER
PP_2076,MONOMER
PP_2077,MONOMER
PP_2078,MONOMER
PP_2079,MONOMER
PP_2080,MONOMER
PP_2081,MONOMER
PP_2082,MONOMER
PP_2083,MONOMER
PP_2084,MONOMER
PP_2085,MONOMER
PP_2086,MONOMER
PP_2087,MONOMER
PP_2088,MONOMER
PP_2089,MONOMER
PP_2090,MONOMER
PP_2091,MONOMER
PP_2092,MONOMER
PP_2093,MONOMER
PP_2094,MONOMER
PP_2095,MONOMER
PP_2096,MONOMER
PP_2097,MONOMER
PP_2098,MONOMER
PP_2099,MONOMER
PP_2100,MONOMER
PP_2101,MONOMER
PP_2102,MONOMER
PP_2103,MONOMER
PP_2104,MONOMER
PP_2105,MONOMER
PP_2106,MONOMER
PP_2107,MONOMER
PP_2108,MONOMER
PP_2109,MONOMER
PP_2110,MONOMER
PP_2111,MONOMER
PP_2112,MONOMER
PP_2113,MONOMER
PP_2114,MONOMER
PP_2115,MONOMER
PP_2116,MONOMER
PP_2117,MONOMER
PP_2118,MONOMER
PP_2119,MONOMER
PP_2120,MONOMER
PP_2121,MONOMER
PP_2122,MONOMER
PP_2123,MONOMER
PP_2124,MONOMER
PP_2125,MONOMER
PP_2126,MONOMER
PP_2127,MONOMER
PP_2128,MONOMER
PP_2129,MONOMER
PP_2130,MONOMER
PP_2131,MONOMER
PP_2132,MONOMER
PP_2133,MONOMER
PP_2134,MONOMER
PP_2136,MONOMER
PP_2137,MONOMER
PP_2138,MONOMER
PP_2139,MONOMER
PP_2140,MONOMER
PP_2141,MONOMER
PP_2142,MONOMER
PP_2143,MONOMER
PP_2144,MONOMER
PP_2145,MONOMER
PP_2146,MONOMER
PP_2147,MONOMER
PP_2148,MONOMER
PP_2149,MONOMER
PP_2150,MONOMER
PP_2151,MONOMER
PP_2152,MONOMER
PP_2153,MONOMER
PP_2154,MONOMER
PP_2155,MONOMER
PP_2156,MONOMER
PP_2157,MONOMER
PP_2158,MONOMER
PP_2159,MONOMER
PP_2160,MONOMER
PP_2161,MONOMER
PP_2162,MONOMER
PP_2163,MONOMER
PP_2164,MONOMER
PP_2165,MONOMER
PP_2166,MONOMER
PP_2167,MONOMER
PP_2168,MONOMER
PP_2169,MONOMER
PP_2170,MONOMER
PP_2171,MONOMER
PP_2172,MONOMER
PP_2173,MONOMER
PP_2174,MONOMER
PP_2175,MONOMER
PP_2176,MONOMER
PP_2177,MONOMER
PP_2178,MONOMER
PP_2179,MONOMER
PP_2180,MONOMER
PP_2181,MONOMER
PP_2182,MONOMER
PP_2183,MONOMER
PP_2184,MONOMER
PP_2185,MONOMER
PP_2186,MONOMER
PP_2187,MONOMER
PP_2188,MONOMER
PP_2189,MONOMER
PP_2190,MONOMER
PP_2191,MONOMER
PP_2192,MONOMER
PP_2193,MONOMER
PP_2194,MONOMER
PP_2195,MONOMER
PP_2196,MONOMER
PP_2197,MONOMER
PP_2198,MONOMER
PP_2199,MONOMER
PP_2200,MONOMER
PP_2201,MONOMER
PP_2202,MONOMER
PP_2203,MONOMER
PP_2204,MONOMER
PP_2205,MONOMER
PP_2206,MONOMER
PP_2207,MONOMER
PP_2208,MONOMER
PP_2209,MONOMER
PP_2210,MONOMER
PP_2211,MONOMER
PP_2212,MONOMER
PP_2213,MONOMER
PP_2214,MONOMER
PP_2215,MONOMER
PP_2216,MONOMER
PP_2217,MONOMER
PP_2218,MONOMER
PP_2219,MONOMER
PP_2220,MONOMER
PP_2222,MONOMER
PP_2223,MONOMER
PP_2224,MONOMER
PP_2225,MONOMER
PP_2226,MONOMER
PP_2227,MONOMER
PP_2228,MONOMER
PP_2229,MONOMER
PP_2230,MONOMER
PP_2231,MONOMER
PP_2232,MONOMER
PP_2233,MONOMER
PP_2234,MONOMER
PP_2235,MONOMER
PP_2236,MONOMER
PP_2237,MONOMER
PP_2238,MONOMER
PP_2239,MONOMER
PP_2240,MONOMER
PP_2241,MONOMER
PP_2242,MONOMER
PP_2243,MONOMER
PP_2244,MONOMER
PP_2245,MONOMER
PP_2246,MONOMER
PP_2247,MONOMER
PP_2248,MONOMER
PP_2249,MONOMER
PP_2250,MONOMER
PP_2251,MONOMER
PP_2252,MONOMER
PP_2253,MONOMER
PP_2254,MONOMER
PP_2255,MONOMER
PP_2256,MONOMER
PP_2257,MONOMER
PP_2258,MONOMER
PP_2259,MONOMER
PP_2260,MONOMER
PP_2261,MONOMER
PP_2262,MONOMER
PP_2263,MONOMER
PP_2264,MONOMER
PP_2265,MONOMER
PP_2266,MONOMER
PP_2267,MONOMER
PP_2268,MONOMER
PP_2269,MONOMER
PP_2270,MONOMER
PP_2272,MONOMER
PP_2273,MONOMER
PP_2274,MONOMER
PP_2275,MONOMER
PP_2276,MONOMER
PP_2277,MONOMER
PP_2278,MONOMER
PP_2279,MONOMER
PP_2280,MONOMER
PP_2281,MONOMER
PP_2282,MONOMER
PP_2283,MONOMER
PP_2284,MONOMER
PP_2285,MONOMER
PP_2286,MONOMER
PP_2287,MONOMER
PP_2288,MONOMER
PP_2289,MONOMER
PP_2290,MONOMER
PP_2291,MONOMER
PP_2292,MONOMER
PP_2293,MONOMER
PP_2294,MONOMER
PP_2295,MONOMER
PP_2296,MONOMER
PP_2297,MONOMER
PP_2298,MONOMER
PP_2299,MONOMER
PP_2300,MONOMER
PP_2301,MONOMER
PP_2302,MONOMER
PP_2303,MONOMER
PP_2304,MONOMER
PP_2305,MONOMER
PP_2306,MONOMER
PP_2307,MONOMER
PP_2308,MONOMER
PP_2309,MONOMER
PP_2310,MONOMER
PP_2311,MONOMER
PP_2312,MONOMER
PP_2313,MONOMER
PP_2314,MONOMER
PP_2315,MONOMER
PP_2316,MONOMER
PP_2317,MONOMER
PP_2318,MONOMER
PP_2319,MONOMER
PP_2320,MONOMER
PP_2322,MONOMER
PP_2323,MONOMER
PP_2324,MONOMER
PP_2325,MONOMER
PP_2326,MONOMER
PP_2327,MONOMER
PP_2328,MONOMER
PP_2329,MONOMER
PP_2330,MONOMER
PP_2331,MONOMER
PP_2332,MONOMER
PP_2333,MONOMER
PP_2334,MONOMER
PP_2335,MONOMER
PP_2336,MONOMER
PP_2337,MONOMER
PP_2338,MONOMER
PP_2339,MONOMER
PP_2340,MONOMER
PP_2341,MONOMER
PP_2342,MONOMER
PP_2343,MONOMER
PP_2344,MONOMER
PP_2345,MONOMER
PP_2346,MONOMER
PP_2347,MONOMER
PP_2348,MONOMER
PP_2349,MONOMER
PP_2350,MONOMER
PP_2351,MONOMER
PP_2352,MONOMER
PP_2354,MONOMER
PP_2355,MONOMER
PP_2356,MONOMER
PP_2357,MONOMER
PP_2358,MONOMER
PP_2359,MONOMER
PP_2360,MONOMER
PP_2361,MONOMER
PP_2362,MONOMER
PP_2363,MONOMER
PP_2364,MONOMER
PP_2365,MONOMER
PP_2366,MONOMER
PP_2367,MONOMER
PP_2368,MONOMER
PP_2369,MONOMER
PP_2370,MONOMER
PP_2371,MONOMER
PP_2372,MONOMER
PP_2373,MONOMER
PP_2374,MONOMER
PP_2375,MONOMER
PP_2376,MONOMER
PP_2377,MONOMER
