,value
PP_0332,MONOMER
PP_0333,MONOMER
PP_0334,MONOMER
PP_0335,MONOMER
PP_0336,MONOMER
PP_0337,MONOMER
PP_0338,MONOMER
PP_0339,MONOMER
PP_0340,MONOMER
PP_0341,MONOMER
PP_0342,MONOMER
PP_0343,MONOMER
PP_0344,MONOMER
PP_0345,MONOMER
PP_0346,MONOMER
PP_0347,MONOMER
PP_0348,MONOMER
PP_0349,MONOMER
PP_0350,MONOMER
PP_0351,MONOMER
PP_0352,MONOMER
PP_0353,MONOMER
PP_0354,MONOMER
PP_0355,MONOMER
PP_0356,MONOMER
PP_0357,MONOMER
PP_0358,MONOMER
PP_0359,MONOMER
PP_0360,MONOMER
PP_0361,MONOMER
PP_0362,MONOMER
PP_0363,MONOMER
PP_0364,MONOMER
PP_0365,MONOMER
PP_0366,MONOMER
PP_0367,MONOMER
PP_0368,MONOMER
PP_0369,MONOMER
PP_0370,MONOMER
PP_0371,MONOMER
PP_0372,MONOMER
PP_0373,MONOMER
PP_0375,MONOMER
PP_0376,MONOMER
PP_0377,MONOMER
PP_0378,MONOMER
PP_0379,MONOMER
PP_0380,MONOMER
PP_0381,MONOMER
PP_0382,MONOMER
PP_0383,MONOMER
PP_0384,MONOMER
PP_0385,MONOMER
PP_0386,MONOMER
PP_0387,MONOMER
PP_0388,MONOMER
PP_0389,MONOMER
PP_0390,MONOMER
PP_0391,MONOMER
PP_0392,MONOMER
PP_0393,MONOMER
PP_0394,MONOMER
PP_0395,MONOMER
PP_0396,MONOMER
PP_0397,MONOMER
PP_0398,MONOMER
PP_0399,MONOMER
PP_0400,MONOMER
PP_0401,MONOMER
PP_0402,MONOMER
PP_0403,MONOMER
PP_0404,MONOMER
PP_0405,MONOMER
PP_0406,MONOMER
PP_0407,MONOMER
PP_0408,MONOMER
PP_0409,MONOMER
PP_0410,MONOMER
PP_0411,MONOMER
PP_0412,MONOMER
PP_0413,MONOMER
PP_0414,MONOMER
PP_0415,MONOMER
PP_0416,MONOMER
PP_0417,MONOMER
PP_0418,MONOMER
PP_0420,MONOMER
PP_0421,MONOMER
PP_0422,MONOMER
PP_0423,MONOMER
PP_0424,MONOMER
PP_0425,MONOMER
PP_0426,MONOMER
PP_0427,MONOMER
PP_0428,MONOMER
PP_0429,MONOMER
PP_0430,MONOMER
PP_0431,MONOMER
PP_0432,MONOMER
PP_0433,MONOMER
PP_0434,MONOMER
PP_0435,MONOMER
PP_0436,MONOMER
PP_0437,MONOMER
PP_0438,MONOMER
PP_0439,MONOMER
PP_0440,MONOMER
PP_0441,MONOMER
PP_0442,MONOMER
PP_0443,MONOMER
PP_0444,MONOMER
PP_0445,MONOMER
PP_0446,MONOMER
PP_0447,MONOMER
PP_0448,MONOMER
PP_0449,MONOMER
PP_0450,MONOMER
PP_0451,MONOMER
PP_0452,MONOMER
PP_0453,MONOMER
PP_0454,MONOMER
PP_0455,MONOMER
PP_0456,MONOMER
PP_0457,MONOMER
PP_0458,MONOMER
PP_0459,MONOMER
PP_0460,MONOMER
PP_0461,MONOMER
PP_0462,MONOMER
PP_0463,MONOMER
PP_0464,MONOMER
PP_0465,MONOMER
PP_0466,MONOMER
PP_0467,MONOMER
PP_0468,MONOMER
PP_0469,MONOMER
PP_0470,MONOMER
PP_0471,MONOMER
PP_0472,MONOMER
PP_0473,MONOMER
PP_0474,MONOMER
PP_0475,MONOMER
PP_0476,MONOMER
PP_0477,MONOMER
PP_0478,MONOMER
PP_0479,MONOMER
PP_0480,MONOMER
PP_0481,MONOMER
PP_0482,MONOMER
PP_0483,MONOMER
PP_0484,MONOMER
PP_0485,MONOMER
PP_0486,MONOMER
PP_0487,MONOMER
PP_0488,MONOMER
PP_0489,MONOMER
PP_0490,MONOMER
PP_0491,MONOMER
PP_0492,MONOMER
PP_0493,MONOMER
PP_0494,MONOMER
PP_0495,MONOMER
PP_0496,MONOMER
PP_0497,MONOMER
PP_0498,MONOMER
PP_0500,MONOMER
PP_0501,MONOMER
PP_0502,MONOMER
PP_0503,MONOMER
PP_0504,MONOMER
PP_0505,MONOMER
PP_0506,MONOMER
PP_0507,MONOMER
PP_0508,MONOMER
PP_0509,MONOMER
PP_0510,MONOMER
PP_0511,MONOMER
PP_0512,MONOMER
PP_0513,MONOMER
PP_0514,MONOMER
PP_0515,MONOMER
PP_0516,MONOMER
PP_0517,MONOMER
PP_0518,MONOMER
PP_0519,MONOMER
PP_0520,MONOMER
PP_0521,MONOMER
PP_0522,MONOMER
PP_0523,MONOMER
PP_0524,MONOMER
PP_0525,MONOMER
PP_0526,MONOMER
PP_0527,MONOMER
PP_0528,MONOMER
PP_0529,MONOMER
PP_0530,MONOMER
PP_0531,MONOMER
PP_0532,MONOMER
PP_0533,MONOMER
PP_0534,MONOMER
PP_0535,MONOMER
PP_0536,MONOMER
PP_0537,MONOMER
PP_0538,MONOMER
PP_0539,MONOMER
PP_0540,MONOMER
PP_0541,MONOMER
PP_0542,MONOMER
PP_0543,MONOMER
PP_0544,MONOMER
PP_0545,MONOMER
PP_0546,MONOMER
PP_0547,MONOMER
PP_0548,MONOMER
PP_0549,MONOMER
PP_0550,MONOMER
PP_0551,MONOMER
PP_0552,MONOMER
PP_0553,MONOMER
PP_0554,MONOMER
PP_0555,MONOMER
PP_0556,MONOMER
PP_0557,MONOMER
PP_0558,MONOMER
PP_0559,MONOMER
PP_0560,MONOMER
PP_0561,MONOMER
PP_0562,MONOMER
PP_0563,MONOMER
PP_0564,MONOMER
PP_0565,MONOMER
PP_0566,MONOMER
PP_0567,MONOMER
PP_0568,MONOMER
PP_0569,MONOMER
PP_0570,MONOMER
PP_0571,MONOMER
PP_0572,MONOMER
PP_0573,MONOMER
PP_0574,MONOMER
PP_0575,MONOMER
PP_0576,MONOMER
PP_0577,MONOMER
PP_0578,MONOMER
PP_0579,MONOMER
PP_0580,MONOMER
PP_0581,MONOMER
PP_0582,MONOMER
PP_0583,MONOMER
PP_0584,MONOMER
PP_0585,MONOMER
PP_0586,MONOMER
PP_0587,MONOMER
PP_0588,MONOMER
PP_0589,MONOMER
PP_0590,MONOMER
PP_0591,MONOMER
PP_0592,MONOMER
PP_0593,MONOMER
PP_0594,MONOMER
PP_0595,MONOMER
PP_0596,MONOMER
PP_0597,MONOMER
PP_0598,MONOMER
PP_0599,MONOMER
PP_0600,MONOMER
PP_0601,MONOMER
PP_0602,MONOMER
PP_0603,MONOMER
PP_0604,MONOMER
PP_0605,MONOMER
PP_0606,MONOMER
PP_0607,MONOMER
PP_0608,MONOMER
PP_0609,MONOMER
PP_0610,MONOMER
PP_0611,MONOMER
PP_0612,MONOMER
PP_0613,MONOMER
PP_0614,MONOMER
PP_0615,MONOMER
PP_0616,MONOMER
PP_0617,MONOMER
PP_0618,MONOMER
PP_0619,MONOMER
PP_0620,MONOMER
PP_0621,MONOMER
PP_0622,MONOMER
PP_0623,MONOMER
PP_0624,MONOMER
PP_0625,MONOMER
PP_0626,MONOMER
PP_0627,MONOMER
PP_0628,MONOMER
PP_0629,MONOMER
PP_0630,MONOMER
PP_0631,MONOMER
PP_0632,MONOMER
PP_0633,MONOMER
PP_0634,MONOMER
PP_0635,MONOMER
PP_0636,MONOMER
PP_0637,MONOMER
PP_0638,MONOMER
PP_0639,MONOMER
PP_0640,MONOMER
PP_0641,MONOMER
PP_0642,MONOMER
PP_0643,MONOMER
PP_0645,MONOMER
PP_0646,MONOMER
PP_0647,MONOMER
PP_0648,MONOMER
PP_0649,MONOMER
PP_0650,MONOMER
PP_0651,MONOMER
PP_0652,MONOMER
PP_0653,MONOMER
PP_0654,MONOMER
PP_0655,MONOMER
PP_0656,MONOMER
PP_0657,MONOMER
PP_0658,MONOMER
PP_0659,MONOMER
PP_0660,MONOMER
PP_0661,MONOMER
PP_0662,MONOMER
PP_0663,MONOMER
PP_0664,MONOMER
PP_0665,MONOMER
PP_0666,MONOMER
PP_0667,MONOMER
PP_0668,MONOMER
PP_0669,MONOMER
PP_0670,MONOMER
PP_0671,MONOMER
PP_0672,MONOMER
PP_0673,MONOMER
PP_0674,MONOMER
PP_0675,MONOMER
PP_0676,MONOMER
PP_0677,MONOMER
PP_0678,MONOMER
PP_0679,MONOMER
PP_0680,MONOMER
PP_0681,MONOMER
PP_0682,MONOMER
PP_0683,MONOMER
PP_0684,MONOMER
PP_0685,MONOMER
PP_0686,MONOMER
PP_0687,MONOMER
PP_0688,MONOMER
PP_0689,MONOMER
PP_0690,MONOMER
PP_0691,MONOMER
PP_0692,MONOMER
PP_0693,MONOMER
PP_0694,MONOMER
PP_0695,MONOMER
PP_0696,MONOMER
PP_0697,MONOMER
PP_0698,MONOMER
PP_0699,MONOMER
PP_0700,MONOMER
PP_0701,MONOMER
PP_0702,MONOMER
PP_0703,MONOMER
PP_0704,MONOMER
PP_0705,MONOMER
PP_0706,MONOMER
PP_0707,MONOMER
PP_0708,MONOMER
PP_0709,MONOMER
PP_0710,MONOMER
PP_0711,MONOMER
PP_0712,MONOMER
PP_0713,MONOMER
PP_0714,MONOMER
PP_0715,MONOMER
PP_0716,MONOMER
PP_0717,MONOMER
PP_0718,MONOMER
PP_0719,MONOMER
PP_0720,MONOMER
PP_0721,MONOMER
PP_0722,MONOMER
PP_0723,MONOMER
PP_0724,MONOMER
PP_0725,MONOMER
PP_0726,MONOMER
PP_0727,MONOMER
PP_0728,MONOMER
PP_0729,MONOMER
PP_0730,MONOMER
PP_0731,MONOMER
PP_0732,MONOMER
PP_0733,MONOMER
PP_0734,MONOMER
PP_0735,MONOMER
PP_0736,MONOMER
PP_0737,MONOMER
PP_0738,MONOMER
PP_0739,MONOMER
PP_0740,MONOMER
PP_0741,MONOMER
PP_0742,MONOMER
PP_0743,MONOMER
PP_0744,MONOMER
PP_0745,MONOMER
PP_0746,MONOMER
PP_0747,MONOMER
PP_0748,MONOMER
PP_0749,MONOMER
PP_0750,MONOMER
PP_0751,MONOMER
PP_0753,MONOMER
PP_0754,MONOMER
PP_0755,MONOMER
PP_0756,MONOMER
PP_0757,MONOMER
PP_0758,MONOMER
PP_0759,MONOMER
PP_0760,MONOMER
PP_0761,MONOMER
PP_0762,MONOMER
PP_0763,MONOMER
PP_0765,MONOMER
PP_0766,MONOMER
PP_0767,MONOMER
PP_0768,MONOMER
PP_0769,MONOMER
PP_0770,MONOMER
PP_0771,MONOMER
PP_0772,MONOMER
PP_0773,MONOMER
PP_0774,MONOMER
PP_0775,MONOMER
PP_0776,MONOMER
PP_0777,MONOMER
PP_0778,MONOMER
PP_0779,MONOMER
PP_0781,MONOMER
PP_0782,MONOMER
PP_0784,MONOMER
PP_0785,MONOMER
PP_0786,MONOMER
PP_0787,MONOMER
PP_0788,MONOMER
PP_0789,MONOMER
PP_0790,MONOMER
PP_0791,MONOMER
PP_0792,MONOMER
PP_0793,MONOMER
PP_0794,MONOMER
PP_0795,MONOMER
PP_0796,MONOMER
PP_0797,MONOMER
PP_0798,MONOMER
PP_0799,MONOMER
PP_0800,MONOMER
PP_0801,MONOMER
PP_0802,MONOMER
PP_0803,MONOMER
PP_0804,MONOMER
PP_0805,MONOMER
PP_0806,MONOMER
PP_0807,MONOMER
PP_0808,MONOMER
PP_0809,MONOMER
PP_0812,MONOMER
PP_0813,MONOMER
PP_0814,MONOMER
PP_0815,MONOMER
PP_0816,MONOMER
PP_0817,MONOMER
PP_0818,MONOMER
PP_0819,MONOMER
PP_0820,MONOMER
PP_0821,MONOMER
PP_0822,MONOMER
PP_0823,MONOMER
PP_0824,MONOMER
PP_0825,MONOMER
PP_0826,MONOMER
PP_0827,MONOMER
PP_0828,MONOMER
PP_0829,MONOMER
PP_0830,MONOMER
PP_0831,MONOMER
PP_0832,MONOMER
PP_0833,MONOMER
PP_0834,MONOMER
PP_0835,MONOMER
PP_0836,MONOMER
PP_0837,MONOMER
PP_0838,MONOMER
PP_0839,MONOMER
PP_0840,MONOMER
PP_0841,MONOMER
PP_0842,MONOMER
PP_0843,MONOMER
PP_0844,MONOMER
PP_0845,MONOMER
PP_0846,MONOMER
PP_0847,MONOMER
PP_0848,MONOMER
PP_0849,MONOMER
PP_0850,MONOMER
PP_0851,MONOMER
PP_0852,MONOMER
PP_0853,MONOMER
PP_0854,MONOMER
PP_0855,MONOMER
PP_0856,MONOMER
PP_0857,MONOMER
PP_0858,MONOMER
PP_0859,MONOMER
PP_0860,MONOMER
PP_0861,MONOMER
PP_0862,MONOMER
PP_0863,MONOMER
PP_0864,MONOMER
PP_0865,MONOMER
PP_0866,MONOMER
PP_0867,MONOMER
PP_0868,MONOMER
PP_0869,MONOMER
PP_0870,MONOMER
PP_0871,MONOMER
PP_0872,MONOMER
PP_0873,MONOMER
PP_0874,MONOMER
PP_0875,MONOMER
PP_0876,MONOMER
PP_0878,MONOMER
PP_0879,MONOMER
PP_0880,MONOMER
PP_0881,MONOMER
PP_0882,MONOMER
PP_0883,MONOMER
PP_0884,MONOMER
PP_0885,MONOMER
PP_0886,MONOMER
PP_0887,MONOMER
PP_0888,MONOMER
PP_0889,MONOMER
PP_0890,MONOMER
PP_0891,MONOMER
PP_0892,MONOMER
PP_0893,MONOMER
PP_0894,MONOMER
PP_0895,MONOMER
PP_0896,MONOMER
PP_0897,MONOMER
PP_0899,MONOMER
PP_0900,MONOMER
PP_0901,MONOMER
PP_0902,MONOMER
PP_0903,MONOMER
PP_0904,MONOMER
PP_0905,MONOMER
PP_0906,MONOMER
PP_0907,MONOMER
PP_0908,MONOMER
PP_0909,MONOMER
PP_0910,MONOMER
PP_0911,MONOMER
PP_0912,MONOMER
PP_0913,MONOMER
PP_0914,MONOMER
PP_0915,MONOMER
PP_0916,MONOMER
PP_0917,MONOMER
PP_0918,MONOMER
PP_0919,MONOMER
PP_0920,MONOMER
PP_0921,MONOMER
PP_0922,MONOMER
PP_0923,MONOMER
PP_0924,MONOMER
PP_0925,MONOMER
PP_0926,MONOMER
PP_0927,MONOMER
PP_0928,MONOMER
PP_0929,MONOMER
PP_0930,MONOMER
PP_0931,MONOMER
PP_0932,MONOMER
PP_0933,MONOMER
PP_0934,MONOMER
PP_0935,MONOMER
PP_0936,MONOMER
PP_0937,MONOMER
PP_0938,MONOMER
PP_0939,MONOMER
PP_0940,MONOMER
PP_0941,MONOMER
PP_0942,MONOMER
PP_0943,MONOMER
PP_0944,MONOMER
PP_0945,MONOMER
PP_0946,MONOMER
PP_0947,MONOMER
PP_0948,MONOMER
PP_0949,MONOMER
PP_0950,MONOMER
PP_0951,MONOMER
PP_0952,MONOMER
PP_0953,MONOMER
PP_0954,MONOMER
PP_0955,MONOMER
PP_0956,MONOMER
PP_0957,MONOMER
PP_0958,MONOMER
PP_0959,MONOMER
PP_0960,MONOMER
PP_0961,MONOMER
PP_0962,MONOMER
PP_0963,MONOMER
PP_0964,MONOMER
PP_0965,MONOMER
PP_0966,MONOMER
PP_0967,MONOMER
PP_0968,MONOMER
PP_0969,MONOMER
PP_0970,MONOMER
PP_0971,MONOMER
PP_0972,MONOMER
PP_0973,MONOMER
PP_0975,MONOMER
PP_0976,MONOMER
PP_0977,MONOMER
PP_0978,MONOMER
PP_0979,MONOMER
PP_0980,MONOMER
PP_0982,MONOMER
PP_0983,MONOMER
PP_0984,MONOMER
PP_0986,MONOMER
PP_0987,MONOMER
PP_0988,MONOMER
PP_0989,MONOMER
PP_0990,MONOMER
PP_0991,MONOMER
PP_0992,MONOMER
PP_0993,MONOMER
PP_0994,MONOMER
PP_0995,MONOMER
PP_0996,MONOMER
PP_0997,MONOMER
PP_0998,MONOMER
PP_0999,MONOMER
PP_1000,MONOMER
PP_1001,MONOMER
PP_1002,MONOMER
PP_1003,MONOMER
PP_1004,MONOMER
PP_1005,MONOMER
PP_1006,MONOMER
PP_1007,MONOMER
PP_1008,MONOMER
PP_1009,MONOMER
PP_1010,MONOMER
PP_1011,MONOMER
PP_1012,MONOMER
PP_1013,MONOMER
PP_1014,MONOMER
PP_1015,MONOMER
PP_1016,MONOMER
PP_1017,MONOMER
PP_1018,MONOMER
PP_1019,MONOMER
PP_1020,MONOMER
PP_1021,MONOMER
PP_1022,MONOMER
PP_1023,MONOMER
PP_1024,MONOMER
PP_1025,MONOMER
PP_1026,MONOMER
PP_1027,MONOMER
PP_1028,MONOMER
PP_1029,MONOMER
PP_1030,MONOMER
PP_1031,MONOMER
PP_1032,MONOMER
PP_1033,MONOMER
PP_1034,MONOMER
PP_1035,MONOMER
PP_1036,MONOMER
PP_1037,MONOMER
PP_1038,MONOMER
PP_1039,MONOMER
PP_1040,MONOMER
PP_1041,MONOMER
PP_1042,MONOMER
PP_1043,MONOMER
PP_1044,MONOMER
PP_1045,MONOMER
PP_1046,MONOMER
PP_1047,MONOMER
PP_1048,MONOMER
PP_1049,MONOMER
PP_1050,MONOMER
PP_1051,MONOMER
PP_1052,MONOMER
PP_1053,MONOMER
PP_1054,MONOMER
PP_1055,MONOMER
PP_1056,MONOMER
PP_1057,MONOMER
PP_1058,MONOMER
PP_1059,MONOMER
PP_1060,MONOMER
PP_1061,MONOMER
PP_1062,MONOMER
PP_1063,MONOMER
PP_1064,MONOMER
PP_1065,MONOMER
PP_1066,MONOMER
PP_1067,MONOMER
PP_1068,MONOMER
PP_1069,MONOMER
PP_1070,MONOMER
PP_1071,MONOMER
PP_1072,MONOMER
PP_1073,MONOMER
PP_1074,MONOMER
PP_1075,MONOMER
PP_1076,MONOMER
PP_1077,MONOMER
PP_1078,MONOMER
PP_1079,MONOMER
PP_1080,MONOMER
PP_1081,MONOMER
PP_1082,MONOMER
PP_1083,MONOMER
PP_1084,MONOMER
PP_1085,MONOMER
PP_1086,MONOMER
PP_1087,MONOMER
PP_1088,MONOMER
PP_1089,MONOMER
PP_1090,MONOMER
PP_1091,MONOMER
PP_1092,MONOMER
PP_1093,MONOMER
PP_1094,MONOMER
PP_1095,MONOMER
PP_1096,MONOMER
PP_1097,MONOMER
PP_1098,MONOMER
PP_1099,MONOMER
PP_1100,MONOMER
PP_1101,MONOMER
PP_1102,MONOMER
PP_1103,MONOMER
PP_1104,MONOMER
PP_1105,MONOMER
PP_1106,MONOMER
PP_1108,MONOMER
PP_1109,MONOMER
PP_1110,MONOMER
PP_1111,MONOMER
PP_1112,MONOMER
PP_1113,MONOMER
PP_1114,MONOMER
PP_1115,MONOMER
PP_1116,MONOMER
PP_1117,MONOMER
PP_1118,MONOMER
PP_1119,MONOMER
PP_1120,MONOMER
PP_1121,MONOMER
PP_1122,MONOMER
PP_1123,MONOMER
PP_1124,MONOMER
PP_1125,MONOMER
PP_1126,MONOMER
PP_1127,MONOMER
PP_1128,MONOMER
PP_1129,MONOMER
PP_1130,MONOMER
PP_1131,MONOMER
PP_1132,MONOMER
PP_1133,MONOMER
PP_1134,MONOMER
PP_1135,MONOMER
PP_1136,MONOMER
PP_1137,MONOMER
PP_1138,MONOMER
PP_1139,MONOMER
PP_1140,MONOMER
PP_1141,MONOMER
PP_1142,MONOMER
PP_1143,MONOMER
PP_1144,MONOMER
PP_1145,MONOMER
PP_1146,MONOMER
PP_1147,MONOMER
PP_1148,MONOMER
PP_1149,MONOMER
PP_1150,MONOMER
PP_1151,MONOMER
PP_1152,MONOMER
PP_1153,MONOMER
PP_1154,MONOMER
PP_1155,MONOMER
PP_1156,MONOMER
PP_1157,MONOMER
PP_1159,MONOMER
PP_1160,MONOMER
PP_1161,MONOMER
PP_1162,MONOMER
PP_1163,MONOMER
PP_1164,MONOMER
PP_1165,MONOMER
PP_1166,MONOMER
PP_1167,MONOMER
PP_1168,MONOMER
PP_1169,MONOMER
PP_1170,MONOMER
PP_1171,MONOMER
PP_1173,MONOMER
PP_1174,MONOMER
PP_1176,MONOMER
PP_1177,MONOMER
PP_1178,MONOMER
PP_1179,MONOMER
PP_1180,MONOMER
PP_1181,MONOMER
PP_1182,MONOMER
PP_1183,MONOMER
PP_1184,MONOMER
PP_1185,MONOMER
PP_1186,MONOMER
PP_1187,MONOMER
PP_1188,MONOMER
PP_1189,MONOMER
PP_1190,MONOMER
PP_1191,MONOMER
